#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 06 06 09 50 292  1.3  1.8  1.06  7.14  5.92 999 1017.4   3.6   5.2 999.0 99.0 99.00
2010 06 06 10 50 313  2.4  2.9  1.04  7.14  5.97 999 1017.4   3.6   5.2 999.0 99.0 99.00
2010 06 06 11 50 317  3.2  3.9  0.95  7.69  5.91 999 1017.6   3.7   5.2 999.0 99.0 99.00
2010 06 06 12 50 320  3.7  4.2  0.86  7.69  5.79 999 1017.9   3.7   5.1 999.0 99.0 99.00
2010 06 06 13 50 328  4.2  5.1  0.96  7.69  6.08 999 1018.1   3.7   5.1 999.0 99.0 99.00
2010 06 06 14 50 344  4.4  5.2  1.01  7.69  6.02 999 1018.1   3.8   5.1 999.0 99.0 99.00
2010 06 06 15 50 319  4.6  5.7  0.95  7.14  6.10 999 1018.6   3.7   5.1 999.0 99.0 99.00
2010 06 06 16 50 359  3.5  4.8  0.95  7.14  6.02 999 1019.0   3.7   5.0 999.0 99.0 99.00
2010 06 06 17 50 359  4.1  5.2  0.90  7.14  6.00 999 1019.3   3.8   5.0 999.0 99.0 99.00
2010 06 06 18 50  17  3.9  5.1  0.97  7.69  6.24 999 1019.6   3.9   5.0 999.0 99.0 99.00
2010 06 06 19 50  21  3.5  4.3  0.96  7.69  6.25 999 1019.9   4.0   5.0 999.0 99.0 99.00
2010 06 06 20 50  32  4.3  5.0  0.90  7.14  6.19 999 1020.1   4.1   5.0 999.0 99.0 99.00
2010 06 06 21 50 355  3.2  4.1  0.87  7.69  6.22 999 1020.3   4.3   5.0 999.0 99.0 99.00
2010 06 06 22 50 334  3.8  4.4  0.98  7.69  6.43 999 1020.6   4.4   5.0 999.0 99.0 99.00
2010 06 06 23 50 341  4.3  5.1  0.87  8.33  6.24 999 1020.6   4.6   5.1 999.0 99.0 99.00
2010 06 07 00 50 351  4.7  5.4  0.93  8.33  6.39 999 1020.6   4.8   5.1 999.0 99.0 99.00
2010 06 07 01 50  15  3.9  4.5  0.93  8.33  6.29 999 1020.5   4.9   5.1 999.0 99.0 99.00
2010 06 07 02 50  17  3.9  4.6  0.88  7.69  6.28 999 1020.9   4.8   5.1 999.0 99.0 99.00
2010 06 07 03 50 357  4.3  5.1  0.83  7.69  6.26 999 1021.0   4.9   5.1 999.0 99.0 99.00
2010 06 07 04 50  12  4.9  5.8  0.94  8.33  6.58 999 1021.0   4.7   5.1 999.0 99.0 99.00
2010 06 07 05 50  21  5.0  6.0  0.90  8.33  6.23 999 1021.2   4.6   5.1 999.0 99.0 99.00
2010 06 07 06 50   6  4.4  5.2  0.89  8.33  5.96 999 1021.5   4.5   5.0 999.0 99.0 99.00
2010 06 07 07 50  16  4.2  5.9  0.74  7.69  5.53 999 1022.0   4.4   5.0 999.0 99.0 99.00
2010 06 07 08 50 337  4.3  5.3  0.70  8.33  5.48 999 1022.4   4.2   5.0 999.0 99.0 99.00
2010 06 07 09 50  11  3.9  5.9  0.73  8.33  5.54 999 1022.5   3.9   4.9 999.0 99.0 99.00
2010 06 07 10 50 345  3.4  4.6  0.73  7.69  5.55 999 1022.7   3.9   4.9 999.0 99.0 99.00
2010 06 07 11 50 343  5.2  6.8  0.62  8.33  5.33 999 1022.9   3.8   5.0 999.0 99.0 99.00
2010 06 07 12 50 359  5.1  6.8  0.75  7.69  5.77 999 1023.0   3.9   5.0 999.0 99.0 99.00
2010 06 07 13 50 345  4.8  6.2  0.74  8.33  5.71 999 1023.0   3.7   5.0 999.0 99.0 99.00
2010 06 07 14 50 338  5.1  7.5  0.66  8.33  5.32 999 1023.2   3.7   5.0 999.0 99.0 99.00
2010 06 07 15 50 341  5.5  6.6  0.71  7.69  5.44 999 1023.1   3.8   5.0 999.0 99.0 99.00
2010 06 07 16 50   1  5.0  6.1  0.65  7.69  5.02 999 1023.7   3.8   5.0 999.0 99.0 99.00
2010 06 07 17 50 344  5.4  6.8  0.65  7.69  4.99 999 1023.8   3.9   5.0 999.0 99.0 99.00
2010 06 07 18 50 351  5.9  7.0  0.67  7.69  4.83 999 1024.0   4.0   5.0 999.0 99.0 99.00
2010 06 07 19 50 347  4.9  6.5  0.60  7.14  4.60 999 1024.1   4.0   5.0 999.0 99.0 99.00
2010 06 07 20 50 356  5.3  6.3  0.60  7.14  4.60 999 1024.5   4.1   5.0 999.0 99.0 99.00
2010 06 07 21 50 337  5.2  6.2  0.58  7.14  4.43 999 1024.7   4.3   5.0 999.0 99.0 99.00
2010 06 07 22 50 350  4.9  5.9  0.58  7.69  4.35 999 1024.6   4.6   5.1 999.0 99.0 99.00
2010 06 07 23 50 342  4.4  5.1  0.60  4.00  4.37 999 1024.4   4.4   5.1 999.0 99.0 99.00
2010 06 08 00 50 344  4.8  5.6  0.65  4.00  4.22 999 1024.6   4.6   5.1 999.0 99.0 99.00
2010 06 08 01 50 359  4.9  5.5  0.63  7.69  4.47 999 1024.5   4.6   5.2 999.0 99.0 99.00
2010 06 08 02 50 344  4.8  5.5  0.59  7.69  4.34 999 1024.3   4.6   5.2 999.0 99.0 99.00
2010 06 08 03 50 345  4.7  5.4  0.54  7.69  4.46 999 1024.4   4.8   5.2 999.0 99.0 99.00
2010 06 08 04 50 353  4.9  5.5  0.55  7.14  4.52 999 1024.5   4.8   5.2 999.0 99.0 99.00
2010 06 08 05 50 337  5.1  5.6  0.57  7.14  4.42 999 1024.7   4.8   5.2 999.0 99.0 99.00
2010 06 08 06 50 352  4.8  5.6  0.55  7.14  4.38 999 1024.8   4.8   5.2 999.0 99.0 99.00
2010 06 08 07 50 338  5.1  6.0  0.57  4.17  4.42 999 1025.0   4.8   5.1 999.0 99.0 99.00
2010 06 08 08 50 349  5.4  6.4  0.56  4.35  4.26 999 1025.2   4.9   5.2 999.0 99.0 99.00
2010 06 08 09 50 344  4.9  7.5  0.57  4.17  4.15 999 1025.4   4.7   5.2 999.0 99.0 99.00
2010 06 08 10 50 332  4.9  5.9  0.56  4.35  4.15 999 1025.5   4.7   5.2 999.0 99.0 99.00
2010 06 08 11 50 329  4.9  6.7  0.55  4.17  4.17 999 1025.6   4.7   5.2 999.0 99.0 99.00
2010 06 08 12 50 330  4.7  7.2  0.49  4.00  4.25 999 1025.4   4.6   5.1 999.0 99.0 99.00
2010 06 08 13 50 342  4.7  5.7  0.53  4.35  4.27 999 1025.3   4.6   5.1 999.0 99.0 99.00
2010 06 08 14 50 330  5.0  6.8  0.51  4.55  4.31 999 1025.1   4.5   5.1 999.0 99.0 99.00
2010 06 08 15 50 336  5.1  6.7  0.53  4.35  4.33 999 1025.0   4.5   5.1 999.0 99.0 99.00
2010 06 08 16 50 354  4.5  6.1  0.53  4.55  4.17 999 1025.1   4.7   5.1 999.0 99.0 99.00
2010 06 08 17 50  12  3.6  4.6  0.52  4.55  4.15 999 1025.3   4.7   5.1 999.0 99.0 99.00
2010 06 08 18 50  14  3.9  4.7  0.56  4.76  4.41 999 1025.5   4.7   5.1 999.0 99.0 99.00
2010 06 08 19 50   4  3.4  3.9  0.58  5.00  4.52 999 1025.7   4.8   5.1 999.0 99.0 99.00
2010 06 08 20 50 359  2.7  3.3  0.55  4.35  4.31 999 1025.8   4.6   5.2 999.0 99.0 99.00
2010 06 08 21 50 345  2.2  3.0  0.57  4.76  4.39 999 1025.6   4.5   5.3 999.0 99.0 99.00
2010 06 08 22 50 338  2.4  2.7  0.63  4.76  4.48 999 1025.5   4.6   5.3 999.0 99.0 99.00
2010 06 08 23 50 338  1.8  2.3  0.61  5.00  4.38 999 1025.2   5.3   5.4 999.0 99.0 99.00
2010 06 09 00 50  19  0.3  0.7  0.68  5.00  4.55 999 1025.1   6.0   5.7 999.0 99.0 99.00
2010 06 09 01 50   1  1.2  1.8  0.62  5.26  4.55 999 1024.9   6.0   5.8 999.0 99.0 99.00
2010 06 09 02 50 334  0.9  1.3  0.62  5.26  4.64 999 1024.6   6.7   6.1 999.0 99.0 99.00
2010 06 09 03 50 336  0.9  1.5  0.62  5.26  4.67 999 1024.4   6.6   6.6 999.0 99.0 99.00
2010 06 09 04 50  29  1.3  1.7  0.60  5.56  4.73 999 1024.4   6.2   6.4 999.0 99.0 99.00
2010 06 09 05 50  44  0.9  1.4  0.60  6.25  4.79 999 1024.5   5.9   6.0 999.0 99.0 99.00
2010 06 09 06 50   0  0.0  0.4  0.60  5.56  4.85 999 1024.6   5.6   6.3 999.0 99.0 99.00
2010 06 09 07 50 164  0.7  1.1  0.58  5.88  4.83 999 1024.6   5.5   6.3 999.0 99.0 99.00
2010 06 09 08 50 318  3.7  4.3  0.64  5.56  4.78 999 1024.6   5.4   6.4 999.0 99.0 99.00
2010 06 09 09 50 314  2.7  3.2  0.69  5.56  4.71 999 1024.6   5.3   6.2 999.0 99.0 99.00
2010 06 09 10 50 324  2.9  3.4  0.72  5.26  4.56 999 1024.4   5.0   6.0 999.0 99.0 99.00
2010 06 09 11 50 300  6.0  6.5  0.73  5.26  4.18 999 1024.5   4.7   6.0 999.0 99.0 99.00
2010 06 09 12 50 354  3.0  5.2  0.73  5.56  4.13 999 1024.4   4.6   5.7 999.0 99.0 99.00
2010 06 09 13 50 340  4.5  5.1  0.70  5.26  4.33 999 1024.3   4.5   5.7 999.0 99.0 99.00
2010 06 09 14 50 320  4.7  5.4  0.68  5.56  4.32 999 1024.0   5.1   5.6 999.0 99.0 99.00
2010 06 09 15 50 314  4.4  5.3  0.66  4.76  4.35 999 1024.1   5.2   5.6 999.0 99.0 99.00
2010 06 09 16 50 276  4.9  5.7  0.68  5.56  4.57 999 1024.0   5.2   5.6 999.0 99.0 99.00
2010 06 09 17 50 274  2.5  3.6  0.63  5.56  4.53 999 1024.1   4.9   5.5 999.0 99.0 99.00
2010 06 09 18 50 311  3.9  5.4  0.64  5.26  4.69 999 1024.3   4.6   5.5 999.0 99.0 99.00
2010 06 09 19 50 295  5.0  5.6  0.66  5.56  4.55 999 1024.5   3.7   5.5 999.0 99.0 99.00
2010 06 09 20 50 276  3.0  3.8  0.70  5.88  4.65 999 1024.3   4.2   5.6 999.0 99.0 99.00
2010 06 09 21 50 289  2.6  3.6  0.72  6.25  4.68 999 1024.1   4.6   5.9 999.0 99.0 99.00
2010 06 09 22 50 327  1.8  2.8  0.73  5.88  4.83 999 1024.2   5.0   6.2 999.0 99.0 99.00
2010 06 09 23 50 297  1.3  2.4  0.69  5.88  4.82 999 1024.0   4.8   6.5 999.0 99.0 99.00
2010 06 10 00 50 228  1.6  2.1  0.67  5.56  4.87 999 1023.9   4.7   6.9 999.0 99.0 99.00
2010 06 10 01 50 207  1.2  1.8  0.67  5.56  4.90 999 1023.7   5.2   7.3 999.0 99.0 99.00
2010 06 10 02 50 218  3.5  4.0  0.64  5.00  4.77 999 1023.4   5.2   7.3 999.0 99.0 99.00
2010 06 10 03 50 227  3.5  4.1  0.67  4.76  4.87 999 1023.3   5.3   7.3 999.0 99.0 99.00
2010 06 10 04 50 258  4.9  6.0  0.57  5.00  4.78 999 1023.2   4.9   7.1 999.0 99.0 99.00
2010 06 10 05 50 248  3.8  5.2  0.57  4.55  4.20 999 1023.1   5.6   7.0 999.0 99.0 99.00
2010 06 10 06 50 248  4.3  5.0  0.58  4.76  4.06 999 1023.3   5.4   6.8 999.0 99.0 99.00
2010 06 10 07 50 250  4.6  5.5  0.56  6.25  4.12 999 1023.2   5.6   6.7 999.0 99.0 99.00
2010 06 10 08 50 232  4.9  5.5  0.57  6.25  4.16 999 1023.3   5.5   6.4 999.0 99.0 99.00
2010 06 10 09 50 231  5.3  6.0  0.57  5.88  4.07 999 1023.1   5.6   6.1 999.0 99.0 99.00
2010 06 10 10 50 235  5.8  6.7  0.56  5.56  3.99 999 1023.0   5.7   5.9 999.0 99.0 99.00
2010 06 10 11 50 238  7.0  8.0  0.65  5.56  4.02 999 1022.6   5.5   5.9 999.0 99.0 99.00
2010 06 10 12 50 230  7.4  8.3  0.73  4.17  3.98 999 1022.4   5.5   5.9 999.0 99.0 99.00
2010 06 10 13 50 239  8.3  9.3  0.75  4.17  3.99 999 1022.3   5.7   5.9 999.0 99.0 99.00
2010 06 10 14 50 238  8.6  9.8  0.90  4.76  4.05 999 1022.1   5.7   5.9 999.0 99.0 99.00
2010 06 10 15 50 234  8.7 10.1  0.97  5.26  4.02 999 1022.1   5.6   5.8 999.0 99.0 99.00
2010 06 10 16 50 241  8.9 10.9  1.08  5.56  4.11 999 1021.9   5.7   5.8 999.0 99.0 99.00
2010 06 10 17 50 237  9.2 10.9  1.04  4.00  3.81 999 1021.4   5.6   5.7 999.0 99.0 99.00
2010 06 10 18 50 233 10.0 11.4  1.24  5.26  4.07 999 1021.3   5.6   5.8 999.0 99.0 99.00
2010 06 10 19 50 245 10.0 11.6  1.37  5.88  4.22 999 1021.3   5.5   5.7 999.0 99.0 99.00
2010 06 10 20 50 244 10.1 11.8  1.34  5.26  4.28 999 1021.2   5.5   5.7 999.0 99.0 99.00
2010 06 10 21 50 236  9.3 11.1  1.43  5.88  4.57 999 1020.9   5.5   5.8 999.0 99.0 99.00
2010 06 10 22 50 227  9.1 10.4  1.45  6.25  4.70 999 1020.6   5.6   5.7 999.0 99.0 99.00
2010 06 10 23 50 227  9.4 10.8  1.38  6.67  4.75 999 1020.5   5.6   5.7 999.0 99.0 99.00
2010 06 11 00 50 224  8.7 10.1  1.33  6.67  4.71 999 1020.2   5.6   5.7 999.0 99.0 99.00
2010 06 11 01 50 225  8.7 10.3  1.35  6.25  4.72 999 1019.9   5.6   5.7 999.0 99.0 99.00
2010 06 11 02 50 211  8.5  9.9  1.33  7.14  4.60 999 1019.0   5.6   5.8 999.0 99.0 99.00
2010 06 11 03 50 205  8.4  9.6  1.41  7.14  4.70 999 1018.2   5.7   5.9 999.0 99.0 99.00
2010 06 11 04 50 224  8.6  9.9  1.36  6.67  4.62 999 1017.9   5.5   5.9 999.0 99.0 99.00
2010 06 11 05 50 216  8.0  9.2  1.29  6.25  4.49 999 1017.4   5.5   5.8 999.0 99.0 99.00
2010 06 11 06 50 228  7.1  8.4  1.19  6.67  4.38 999 1017.1   5.5   5.8 999.0 99.0 99.00
2010 06 11 07 50 237  6.5  7.4  1.15  6.67  4.37 999 1016.8   5.5   5.8 999.0 99.0 99.00
2010 06 11 08 50 236  6.0  6.8  1.10  6.25  4.67 999 1016.8   5.7   5.8 999.0 99.0 99.00
2010 06 11 09 50 231  6.5  7.7  1.08  5.88  4.74 999 1016.3   5.7   5.8 999.0 99.0 99.00
2010 06 11 10 50 236  7.1  8.5  1.06  6.67  4.86 999 1016.0   5.7   5.7 999.0 99.0 99.00
2010 06 11 11 50 247  7.8  9.0  1.03  6.67  4.68 999 1015.6   5.5   5.7 999.0 99.0 99.00
2010 06 11 12 50 247  6.3  7.0  1.06  6.67  4.67 999 1015.3   5.1   5.7 999.0 99.0 99.00
2010 06 11 13 50 236  5.6  6.5  1.10  6.67  4.67 999 1014.9   5.4   5.7 999.0 99.0 99.00
2010 06 11 14 50 252  7.0  7.9  1.09  5.88  4.81 999 1014.6   5.4   5.7 999.0 99.0 99.00
2010 06 11 15 50 243  5.1  6.3  1.13  6.67  4.79 999 1014.4   5.0   5.7 999.0 99.0 99.00
2010 06 11 16 50 223  5.1  5.9  1.13  6.67  4.83 999 1014.3   5.2   5.7 999.0 99.0 99.00
2010 06 11 17 50 218  5.9  7.0  1.08  6.67  4.78 999 1013.9   5.5   5.7 999.0 99.0 99.00
2010 06 11 18 50 227  6.2  7.1  1.04  5.88  4.59 999 1013.8   5.6   5.8 999.0 99.0 99.00
2010 06 11 19 50 220  5.4  5.9  1.08  6.67  4.89 999 1013.5   5.9   5.8 999.0 99.0 99.00
2010 06 11 20 50 211  5.8  6.8  1.13  7.14  5.15 999 1013.1   5.9   5.8 999.0 99.0 99.00
2010 06 11 21 50 215  7.0  8.1  1.03  6.67  4.78 999 1013.0   5.8   5.8 999.0 99.0 99.00
2010 06 11 22 50 222  6.6  7.4  1.14  7.14  4.90 999 1012.6   5.8   5.6 999.0 99.0 99.00
2010 06 11 23 50 206  6.4  7.7  1.00  6.67  4.58 999 1012.1   5.7   5.8 999.0 99.0 99.00
2010 06 12 00 50 207  6.3  7.7  1.12  7.14  4.79 999 1011.8   5.9   6.0 999.0 99.0 99.00
2010 06 12 01 50 203  6.9  8.1  1.06  6.67  4.72 999 1011.5   5.8   6.0 999.0 99.0 99.00
2010 06 12 02 50 200  6.6  8.0  1.23  6.67  5.32 999 1010.9   6.1   6.1 999.0 99.0 99.00
2010 06 12 03 50 182  6.9  8.1  1.23  8.33  5.19 999 1010.3   6.0   6.1 999.0 99.0 99.00
2010 06 12 04 50 168  7.1  8.2  1.24  8.33  5.19 999 1009.8   6.0   6.1 999.0 99.0 99.00
2010 06 12 05 50 171  8.2  9.9  1.32  7.69  5.38 999 1009.3   5.5   6.1 999.0 99.0 99.00
2010 06 12 06 50 159  9.5 10.7  1.38  7.69  5.06 999 1008.6   5.5   6.1 999.0 99.0 99.00
2010 06 12 07 50 147  9.8 11.4  1.36  7.69  4.79 999 1007.8   5.5   6.0 999.0 99.0 99.00
2010 06 12 08 50 147 10.6 12.9  1.42  7.14  4.86 999 1007.2   5.7   6.0 999.0 99.0 99.00
2010 06 12 09 50 140 10.5 11.9  1.51  8.33  4.72 999 1006.2   5.7   5.8 999.0 99.0 99.00
2010 06 12 10 50 147  9.9 11.3  1.58  4.76  4.73 999 1005.3   5.8   5.7 999.0 99.0 99.00
2010 06 12 11 50 133  9.2 11.3  1.69  7.14  4.90 999 1004.4   5.9   5.7 999.0 99.0 99.00
2010 06 12 12 50 144  9.1 10.4  1.63  6.25  5.03 999 1003.8   5.8   5.9 999.0 99.0 99.00
2010 06 12 13 50 158  8.4 10.1  1.73  6.67  5.03 999 1003.2   5.8   5.6 999.0 99.0 99.00
2010 06 12 14 50 172  7.1  8.2  1.65  7.14  5.32 999 1002.4   5.9   5.6 999.0 99.0 99.00
2010 06 12 15 50 187  6.8  8.1  1.84  7.69  5.75 999 1002.3   5.8   5.6 999.0 99.0 99.00
2010 06 12 16 50 199  6.0  6.9  1.93  7.69  6.03 999 1002.0   5.7   5.6 999.0 99.0 99.00
2010 06 12 17 50 196  6.2  7.0  1.86  7.69  6.21 999 1002.1   5.7   5.6 999.0 99.0 99.00
2010 06 12 18 50 191  5.4  6.5  1.76  9.09  6.32 999 1001.9   5.8   5.5 999.0 99.0 99.00
2010 06 12 19 50 182  5.5  6.4  1.91  9.09  6.75 999 1001.8   5.8   5.5 999.0 99.0 99.00
2010 06 12 20 50 179  5.8  7.1  1.80  9.09  6.57 999 1001.7   5.7   5.4 999.0 99.0 99.00
2010 06 12 21 50 180  7.6  8.8  1.78  8.33  6.42 999 1001.4   5.8   5.4 999.0 99.0 99.00
2010 06 12 22 50 178  5.8  6.9  1.75  8.33  6.19 999 1001.2   5.9   5.4 999.0 99.0 99.00
2010 06 12 23 50 158  6.5  7.6  1.77  9.09  6.14 999 1000.7   5.9   5.5 999.0 99.0 99.00
2010 06 13 00 50 152  6.2  7.2  1.90  9.09  6.18 999 1000.2   6.0   5.6 999.0 99.0 99.00
2010 06 13 01 50 138  5.7  6.9  1.86  9.09  6.05 999  999.4   6.0   5.8 999.0 99.0 99.00
2010 06 13 02 50 135  6.3  7.1  1.90  9.09  6.08 999  998.7   6.0   5.9 999.0 99.0 99.00
2010 06 13 03 50 124  7.3  8.3  1.90  9.09  6.23 999  997.5   6.0   5.9 999.0 99.0 99.00
2010 06 13 04 50 116  7.6  9.3  2.12  9.09  6.52 999  996.4   6.1   5.6 999.0 99.0 99.00
2010 06 13 05 50  99  7.8  9.1  1.93  9.09  6.22 999  995.3   6.2   5.6 999.0 99.0 99.00
2010 06 13 06 50  88  8.9 10.2  2.07 10.00  6.55 999  993.9   6.3   5.5 999.0 99.0 99.00
2010 06 13 07 50  71  9.7 11.7  1.92  9.09  6.12 999  992.8   6.4   5.5 999.0 99.0 99.00
2010 06 13 08 50  66 10.3 12.3  2.06 10.00  6.29 999  991.5   6.3   5.5 999.0 99.0 99.00
2010 06 13 09 50  62 10.5 12.5  2.08 10.00  6.15 999  990.1   6.2   5.5 999.0 99.0 99.00
2010 06 13 10 50  58 10.4 12.0  1.97 11.43  5.52 999  988.9   6.1   5.5 999.0 99.0 99.00
2010 06 13 11 50  54  9.8 12.1  1.94  9.09  5.36 999  988.0   6.0   5.5 999.0 99.0 99.00
2010 06 13 12 50  41  9.6 11.1  1.86  5.88  5.22 999  986.8   5.9   5.5 999.0 99.0 99.00
2010 06 13 13 50  39  9.6 11.4  1.83 10.00  5.42 999  985.6   5.9   5.5 999.0 99.0 99.00
2010 06 13 14 50  44  8.6  9.9  2.09  5.56  5.44 999  984.9   5.8   5.5 999.0 99.0 99.00
2010 06 13 15 50  50  7.0  8.1  2.22  7.69  5.85 999  984.4   5.8   5.6 999.0 99.0 99.00
2010 06 13 16 50  52  5.3  6.1  1.98  7.14  5.87 999  984.1   5.8   5.6 999.0 99.0 99.00
2010 06 13 17 50  82  3.8  4.4  2.17  7.69  6.25 999  984.0   5.8   5.6 999.0 99.0 99.00
2010 06 13 18 50 108  4.5  5.2  2.13  8.33  6.19 999  983.9   5.7   5.6 999.0 99.0 99.00
2010 06 13 19 50 128  4.3  4.9  1.98  7.69  6.36 999  984.1   5.7   5.6 999.0 99.0 99.00
2010 06 13 20 50 142  5.2  6.3  2.10  7.69  6.58 999  984.3   5.8   5.6 999.0 99.0 99.00
2010 06 13 21 50 154  5.1  6.0  2.06  9.09  6.74 999  984.5   5.8   5.6 999.0 99.0 99.00
2010 06 13 22 50 150  3.8  4.7  2.26  9.09  7.10 999  984.6   6.1   5.6 999.0 99.0 99.00
2010 06 13 23 50 126  3.5  4.3  2.56  8.33  7.27 999  984.6   6.2   5.7 999.0 99.0 99.00
2010 06 14 00 50 134  3.2  4.1  2.77  9.09  7.47 999  984.6   6.2   5.8 999.0 99.0 99.00
2010 06 14 01 50 106  3.8  4.8  2.76  8.33  7.23 999  984.6   6.1   5.9 999.0 99.0 99.00
2010 06 14 02 50  79  3.5  4.0  2.98  9.09  7.43 999  984.6   6.1   5.9 999.0 99.0 99.00
2010 06 14 03 50  29  2.6  3.3  2.87  8.33  7.26 999  984.7   6.1   6.0 999.0 99.0 99.00
2010 06 14 04 50  42  1.9  2.5  2.39  8.33  6.82 999  984.9   6.2   6.0 999.0 99.0 99.00
2010 06 14 05 50 347  2.1  2.9  2.59  9.09  7.12 999  985.3   6.0   6.1 999.0 99.0 99.00
2010 06 14 06 50 348  2.2  2.9  2.50 10.00  6.91 999  985.7   6.0   6.1 999.0 99.0 99.00
2010 06 14 07 50 333  2.8  3.5  2.43 10.00  7.02 999  986.1   6.0   6.1 999.0 99.0 99.00
2010 06 14 08 50 333  3.2  4.3  2.25  9.09  6.99 999  986.6   6.1   6.1 999.0 99.0 99.00
2010 06 14 09 50 317  3.6  4.5  2.21  8.33  7.17 999  986.9   6.1   6.1 999.0 99.0 99.00
2010 06 14 10 50 324  4.1  5.3  2.17  9.09  7.50 999  987.2   6.0   6.0 999.0 99.0 99.00
2010 06 14 11 50 331  4.1  4.8  2.20 11.43  7.58 999  987.7   6.1   6.0 999.0 99.0 99.00
2010 06 14 12 50 306  3.5  4.3  2.49 12.12  8.10 999  988.2   6.0   6.0 999.0 99.0 99.00
2010 06 14 13 50 316  4.6  5.6  2.40 10.81  7.54 999  988.6   6.0   6.0 999.0 99.0 99.00
2010 06 14 14 50 308  5.3  6.2  2.09  9.09  7.19 999  988.8   6.0   6.0 999.0 99.0 99.00
2010 06 14 15 50 299  5.8  6.6  2.31 11.43  7.58 999  989.3   6.0   6.0 999.0 99.0 99.00
2010 06 14 16 50 296  6.0  7.2  2.06 10.81  6.91 999  989.9   6.0   6.0 999.0 99.0 99.00
2010 06 14 17 50 294  6.7  7.7  2.23 10.81  7.10 999  990.6   6.0   6.0 999.0 99.0 99.00
2010 06 14 18 50 298  6.6  7.8  1.92 10.00  6.60 999  991.1   6.0   6.0 999.0 99.0 99.00
2010 06 14 19 50 282  6.9  8.6  1.92 10.81  6.60 999  991.9   6.1   6.0 999.0 99.0 99.00
2010 06 14 20 50 279  8.1  9.4  1.97 10.81  6.57 999  992.3   6.0   6.0 999.0 99.0 99.00
2010 06 14 21 50 275  9.0 10.2  1.95 10.81  6.42 999  993.2   5.9   6.0 999.0 99.0 99.00
2010 06 14 22 50 268  9.5 11.0  2.08 10.81  6.43 999  993.5   6.0   6.0 999.0 99.0 99.00
2010 06 14 23 50 265  9.9 11.8  2.08 11.43  5.96 999  993.8   5.9   6.0 999.0 99.0 99.00
2010 06 15 00 50 268  9.5 11.1  2.02 10.00  5.96 999  994.1   6.1   6.0 999.0 99.0 99.00
2010 06 15 01 50 272  9.8 11.7  2.29 10.81  6.36 999  994.5   6.0   6.0 999.0 99.0 99.00
2010 06 15 02 50 260  9.6 11.6  2.06 10.81  6.07 999  994.7   5.7   6.0 999.0 99.0 99.00
2010 06 15 03 50 261  9.8 11.5  2.03 10.81  5.93 999  994.8   5.7   6.0 999.0 99.0 99.00
2010 06 15 04 50 258  9.5 11.3  1.97 10.81  5.88 999  994.8   5.8   6.1 999.0 99.0 99.00
2010 06 15 05 50 255  9.1 10.4  1.90 10.81  5.79 999  994.8   6.0   6.1 999.0 99.0 99.00
2010 06 15 06 50 253  8.8 10.2  1.77 10.81  5.70 999  995.0   5.7   6.1 999.0 99.0 99.00
2010 06 15 07 50 249  8.5 10.5  1.87 10.81  5.94 999  995.2   5.5   6.0 999.0 99.0 99.00
2010 06 15 08 50 247  8.1 10.5  1.90 10.00  6.14 999  995.4   5.5   6.0 999.0 99.0 99.00
2010 06 15 09 50 236  7.9  9.7  1.93 10.00  6.20 999  995.3   5.5   6.0 999.0 99.0 99.00
2010 06 15 10 50 239  7.1  9.1  1.77 10.00  6.05 999  995.3   5.3   6.0 999.0 99.0 99.00
2010 06 15 11 50 252  6.8  7.9  1.75 10.81  6.00 999  995.1   5.0   5.9 999.0 99.0 99.00
2010 06 15 12 50 246  5.5  6.7  1.86 10.00  6.23 999  994.9   5.1   5.9 999.0 99.0 99.00
2010 06 15 13 50 245  5.2  6.4  1.69 10.00  6.00 999  994.6   5.2   6.0 999.0 99.0 99.00
2010 06 15 14 50 244  5.0  6.7  1.72 10.00  6.36 999  994.5   5.2   5.9 999.0 99.0 99.00
2010 06 15 15 50 258  4.3  5.4  1.80 10.81  6.51 999  994.6   5.2   5.9 999.0 99.0 99.00
2010 06 15 16 50 254  4.8  6.2  1.48 10.81  5.96 999  994.8   5.4   5.9 999.0 99.0 99.00
2010 06 15 17 50 242  3.8  4.8  1.49 10.00  6.23 999  995.0   5.5   5.9 999.0 99.0 99.00
2010 06 15 18 50 221  4.2  5.2  1.47  9.09  6.34 999  995.3   5.5   6.0 999.0 99.0 99.00
2010 06 15 19 50 226  3.7  4.5  1.40 10.00  6.30 999  995.0   5.6   6.0 999.0 99.0 99.00
2010 06 15 20 50 200  4.3  5.0  1.44 10.00  6.51 999  995.0   5.8   6.1 999.0 99.0 99.00
2010 06 15 21 50 206  3.5  4.5  1.36 10.00  6.42 999  995.2   6.0   6.1 999.0 99.0 99.00
2010 06 15 22 50 224  3.5  4.1  1.52  9.09  6.86 999  995.2   6.0   6.2 999.0 99.0 99.00
2010 06 16 00 50 184  0.8  1.3  1.36  9.09  6.35 999  994.9   5.8   6.5 999.0 99.0 99.00
2010 06 16 01 50 223  0.5  1.1  1.37  9.09  6.58 999  994.4   6.4   6.6 999.0 99.0 99.00
