#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 05 27 08 00 330 10.2 12.2  1.56  6.25  4.55 999 1010.9   3.8   3.5 999.0 99.0 99.00
2007 05 27 09 00 332  9.3 10.9  1.70  6.25  4.85 999 1010.7   3.7   3.5 999.0 99.0 99.00
2007 05 27 10 00 335  9.6 11.2  1.44  5.88  4.72 999 1010.5   3.7   3.5 999.0 99.0 99.00
2007 05 27 11 00 342  8.9 10.1  1.46  6.67  4.85 999 1010.3   3.7   3.5 999.0 99.0 99.00
2007 05 27 12 00 341  8.7  9.8  1.50  6.67  4.82 999 1010.0   3.6   3.5 999.0 99.0 99.00
2007 05 27 13 00 346  8.5  9.8  1.45  6.67  4.90 999 1010.0   3.5   3.5 999.0 99.0 99.00
2007 05 27 15 00 348  8.4  9.8  1.26  5.88  4.69 999 1010.2   3.2   3.5 999.0 99.0 99.00
2007 05 27 16 00 348  7.8  8.9  1.20  6.67  4.71 999 1010.0   3.3   3.5 999.0 99.0 99.00
2007 05 27 17 00 347  8.0  9.3  1.28  5.88  4.87 999 1010.1   3.3   3.5 999.0 99.0 99.00
2007 05 27 18 00 353  7.2  8.2  1.23  5.88  4.68 999 1009.9   3.4   3.5 999.0 99.0 99.00
2007 05 27 19 00 342  7.7  9.4  1.27  6.25  4.44 999 1009.7   3.1   3.5 999.0 99.0 99.00
2007 05 27 20 00 341  7.6  8.7  1.27  6.25  4.35 999 1009.5   2.8   3.5 999.0 99.0 99.00
2007 05 27 21 00 338  7.4  8.7  1.19  5.88  4.31 999 1009.2   3.0   3.5 999.0 99.0 99.00
2007 05 27 22 00 352  6.9  8.2  1.16  5.88  4.26 999 1009.0   2.8   3.6 999.0 99.0 99.00
2007 05 27 23 00 358  5.8  7.2  1.08  5.88  4.42 999 1009.0   2.9   3.7 999.0 99.0 99.00
2007 05 28 00 00   7  5.6  6.2  1.00  5.88  4.48 999 1008.8   3.0   3.8 999.0 99.0 99.00
2007 05 28 01 00  22  5.6  6.6  0.96  5.56  4.50 999 1008.5   3.1   3.8 999.0 99.0 99.00
2007 05 28 02 00  27  4.4  5.1  0.96  5.56  4.58 999 1008.5   3.0   3.8 999.0 99.0 99.00
2007 05 28 03 00  31  4.0  4.6  0.95  5.88  4.77 999 1008.4   3.1   3.9 999.0 99.0 99.00
2007 05 28 04 00  27  3.9  4.5  0.92  5.88  4.87 999 1008.4   3.2   3.9 999.0 99.0 99.00
2007 05 28 05 00  37  3.8  4.5  0.91  5.88  4.97 999 1008.1   3.1   3.8 999.0 99.0 99.00
2007 05 28 06 00  46  4.2  5.0  0.88  6.25  5.02 999 1007.6   3.0   3.8 999.0 99.0 99.00
2007 05 28 07 00  30  4.2  5.1  0.98  5.88  4.96 999 1007.2   3.1   3.8 999.0 99.0 99.00
2007 05 28 08 00  32  4.0  4.7  0.93  5.56  4.86 999 1007.1   3.0   3.8 999.0 99.0 99.00
2007 05 28 09 00  32  3.9  4.6  0.90  5.88  4.75 999 1007.2   3.0   3.8 999.0 99.0 99.00
2007 05 28 11 00  25  3.2  3.8  0.78  5.56  4.72 999 1006.7   3.2   3.8 999.0 99.0 99.00
2007 05 28 12 00  23  2.9  3.3  0.71  5.00  4.61 999 1006.2   3.1   3.8 999.0 99.0 99.00
2007 05 28 13 00  33  2.9  3.4  0.72 10.00  4.79 999 1005.9   3.1   3.8 999.0 99.0 99.00
2007 05 28 14 00  32  3.0  3.5  0.65 10.00  4.88 999 1005.4   3.1   3.8 999.0 99.0 99.00
2007 05 28 15 00  41  4.1  4.6  0.66 10.00  4.94 999 1005.0   3.1   3.8 999.0 99.0 99.00
2007 05 28 16 00  47  3.9  4.4  0.63 10.00  4.94 999 1004.6   3.2   3.8 999.0 99.0 99.00
2007 05 28 17 00  40  2.6  2.9  0.66  9.09  5.01 999 1004.2   3.2   3.8 999.0 99.0 99.00
2007 05 28 18 00  50  3.7  4.2  0.59 10.00  4.90 999 1003.9   3.2   3.8 999.0 99.0 99.00
2007 05 28 19 00  79  3.4  4.1  0.59 10.00  5.23 999 1004.0   3.3   3.8 999.0 99.0 99.00
2007 05 28 20 00  80  3.9  4.7  0.59 10.00  5.23 999 1003.7   3.3   3.9 999.0 99.0 99.00
2007 05 28 21 00  83  4.5  5.3  0.57 10.00  5.38 999 1003.3   3.5   3.9 999.0 99.0 99.00
2007 05 28 22 00 101  4.5  5.2  0.57 10.00  5.29 999 1003.2   3.5   4.0 999.0 99.0 99.00
2007 05 28 23 00 102  6.1  7.6  0.55  9.09  4.95 999 1002.8   3.7   3.9 999.0 99.0 99.00
2007 05 29 00 00  94  6.1  7.4  0.61  9.09  4.63 999 1002.4   3.5   4.1 999.0 99.0 99.00
2007 05 29 01 00  92  6.8  8.6  0.57  8.33  4.42 999 1001.9   3.5   4.1 999.0 99.0 99.00
2007 05 29 02 00  93  7.2  8.5  0.64  8.33  4.26 999 1001.8   3.4   4.1 999.0 99.0 99.00
2007 05 29 03 00  95  7.2  8.2  0.63  8.33  4.09 999 1001.3   3.1   4.1 999.0 99.0 99.00
2007 05 29 04 00  93  7.1  8.3  0.70  7.69  3.91 999 1000.8   3.0   4.1 999.0 99.0 99.00
2007 05 29 05 00 101  7.9  9.6  0.70  3.70  3.83 999 1000.5   2.9   4.0 999.0 99.0 99.00
2007 05 29 06 00 106  6.1  7.3  0.70  3.45  3.80 999 1000.1   3.1   4.0 999.0 99.0 99.00
2007 05 29 07 00 107  6.9  8.8  0.63  3.85  3.81 999  999.9   3.3   4.0 999.0 99.0 99.00
2007 05 29 08 00 124  5.3  6.1  0.62  3.85  4.23 999  999.6   3.2   3.9 999.0 99.0 99.00
2007 05 29 09 00 111  5.5  6.4  0.61  8.33  4.54 999  999.6   3.4   3.9 999.0 99.0 99.00
2007 05 29 10 00  92  6.1  7.5  0.62  4.00  4.42 999  999.3   3.2   3.9 999.0 99.0 99.00
2007 05 29 11 00  85  5.7  6.8  0.69  4.00  4.62 999  998.8   3.3   4.1 999.0 99.0 99.00
2007 05 29 12 00  84  6.7  8.2  0.73  4.35  4.41 999  998.3   3.3   4.1 999.0 99.0 99.00
2007 05 29 13 00  83  6.9  8.1  0.69  4.76  4.29 999  997.9   3.0   4.1 999.0 99.0 99.00
2007 05 29 14 00 114  7.2  8.1  0.74  4.76  4.26 999  997.7   3.5   4.1 999.0 99.0 99.00
2007 05 29 15 00 102  6.9  8.5  0.76  5.00  4.14 999  997.5   3.7   4.0 999.0 99.0 99.00
2007 05 29 16 00  99  8.0  9.5  0.84  5.00  4.22 999  997.2   3.8   4.0 999.0 99.0 99.00
2007 05 29 17 00  96 10.3 12.3  0.92  3.33  3.90 999  997.1   3.5   4.0 999.0 99.0 99.00
2007 05 29 18 00  98 11.0 13.3  1.05  4.76  3.98 999  997.0   3.4   4.0 999.0 99.0 99.00
2007 05 29 19 00  88 11.1 13.2  1.38  5.26  4.10 999  997.0   3.4   4.0 999.0 99.0 99.00
2007 05 29 20 00  98 12.9 15.9  1.51  5.56  4.23 999  996.9   3.4   4.0 999.0 99.0 99.00
2007 05 29 21 00  96 11.9 13.8  1.87  5.56  4.76 999  996.9   3.5   4.0 999.0 99.0 99.00
2007 05 29 22 00  92 12.4 14.6  2.19  6.25  5.12 999  997.3   3.5   4.0 999.0 99.0 99.00
2007 05 29 23 00  94 11.8 14.5  2.31  6.25  5.62 999  997.1   3.6   4.0 999.0 99.0 99.00
2007 05 30 00 00  83 11.6 15.3  2.44  7.14  5.80 999  996.2   3.5   4.0 999.0 99.0 99.00
2007 05 30 01 00  91 12.4 15.0  2.36  6.67  5.69 999  996.3   3.4   4.0 999.0 99.0 99.00
2007 05 30 02 00  83 12.6 14.9  2.73  7.14  5.77 999  995.4   3.4   4.0 999.0 99.0 99.00
2007 05 30 03 00  83 13.3 18.0  2.56  8.33  5.56 999  995.0   3.5   4.0 999.0 99.0 99.00
2007 05 30 04 00  80 13.0 17.5  2.71  7.69  5.77 999  994.8   3.5   4.0 999.0 99.0 99.00
2007 05 30 05 00  83 12.5 14.9  2.51  7.14  5.51 999  994.8   3.5   4.0 999.0 99.0 99.00
2007 05 30 06 00  87 12.2 14.2  2.54  7.69  5.56 999  994.9   3.3   4.0 999.0 99.0 99.00
2007 05 30 07 00  89 12.0 14.0  2.69  8.33  5.77 999  995.0   3.5   3.9 999.0 99.0 99.00
2007 05 30 08 00  92 11.3 13.7  2.77  8.33  5.88 999  995.4   3.6   3.8 999.0 99.0 99.00
2007 05 30 09 00  95 10.9 13.2  2.59  8.33  6.04 999  996.1   3.7   3.8 999.0 99.0 99.00
2007 05 30 10 00  96 11.5 13.4  2.40  9.09  6.15 999  996.2   3.7   3.8 999.0 99.0 99.00
2007 05 30 11 00  94 10.2 12.3  2.43  8.33  6.11 999  996.5   3.8   3.8 999.0 99.0 99.00
2007 05 30 12 00  89 11.1 13.2  2.52  8.33  6.57 999  996.7   3.7   3.9 999.0 99.0 99.00
2007 05 30 13 00  89 11.6 13.7  2.70  7.69  6.39 999  996.6   3.7   3.9 999.0 99.0 99.00
2007 05 30 14 00  85 11.6 14.2  2.64  8.33  6.19 999  996.6   3.6   3.9 999.0 99.0 99.00
2007 05 30 15 00  75 11.1 13.8  2.67  7.69  6.05 999  996.4   3.6   3.8 999.0 99.0 99.00
2007 05 30 16 00  75 11.5 13.7  2.53  8.33  5.77 999  996.6   3.5   3.8 999.0 99.0 99.00
2007 05 30 17 00  76 10.7 12.6  2.58  7.69  5.80 999  996.9   3.6   3.7 999.0 99.0 99.00
2007 05 30 18 00  77 11.0 12.7  2.49  7.69  5.92 999  997.4   3.6   3.7 999.0 99.0 99.00
2007 05 30 19 00  81 10.8 13.4  2.67  8.33  5.93 999  997.8   3.6   3.7 999.0 99.0 99.00
2007 05 30 20 00  81 10.2 12.1  2.47  7.69  5.76 999  998.3   3.4   3.7 999.0 99.0 99.00
2007 05 30 21 00  79 11.3 13.5  2.61  7.69  5.84 999  998.6   3.3   3.7 999.0 99.0 99.00
2007 05 30 22 00  84 10.4 12.6  2.61  7.69  6.08 999  999.3   3.6   3.8 999.0 99.0 99.00
2007 05 30 23 00  85 10.3 11.6  2.42  7.69  6.19 999  999.5   3.7   3.8 999.0 99.0 99.00
2007 05 31 00 00  82 10.3 11.6  2.46  7.69  6.18 999  999.8   3.8   3.8 999.0 99.0 99.00
2007 05 31 01 00  78 10.1 12.1  2.24  7.69  5.95 999 1000.1   3.8   3.8 999.0 99.0 99.00
2007 05 31 02 00  68  9.4 11.4  2.29  7.69  6.00 999 1000.1   3.9   3.8 999.0 99.0 99.00
2007 05 31 03 00  61  9.2 11.3  2.20  7.69  5.65 999 1000.2   3.8   3.9 999.0 99.0 99.00
2007 05 31 04 00  56  8.3 10.6  2.07  7.14  5.57 999 1000.5   3.8   3.9 999.0 99.0 99.00
2007 05 31 05 00  63  9.3 11.6  1.94  7.69  5.49 999 1000.8   3.7   3.9 999.0 99.0 99.00
2007 05 31 06 00  61  8.1  9.5  1.96  7.69  5.50 999 1001.3   3.8   3.9 999.0 99.0 99.00
2007 05 31 07 00  56  8.4  9.5  1.82  7.14  5.32 999 1001.6   3.8   3.9 999.0 99.0 99.00
2007 05 31 08 00  53  7.8  9.3  1.71  7.69  5.28 999 1002.3   3.8   3.9 999.0 99.0 99.00
2007 05 31 09 00  51  7.7  8.8  1.80  8.33  5.53 999 1003.0   3.9   3.9 999.0 99.0 99.00
2007 05 31 10 00  53  8.0  9.6  1.85  7.69  5.41 999 1003.4   3.9   3.9 999.0 99.0 99.00
2007 05 31 11 00  43  7.9  9.4  1.76  7.69  5.49 999 1003.9   3.7   3.9 999.0 99.0 99.00
2007 05 31 12 00  39  7.9  9.1  1.86  8.33  5.47 999 1004.4   3.7   3.9 999.0 99.0 99.00
2007 05 31 13 00  49  7.9  8.9  1.64  7.14  5.51 999 1005.3   1.8   3.9 999.0 99.0 99.00
2007 05 31 14 00  30  6.9  8.5  1.62  7.14  5.63 999 1005.4   1.4   3.9 999.0 99.0 99.00
2007 05 31 15 00  26  5.7  7.2  1.61  7.69  5.34 999 1006.0   1.4   3.9 999.0 99.0 99.00
2007 05 31 16 00   7  6.0  8.0  1.47  7.69  5.39 999 1006.3   1.4   3.9 999.0 99.0 99.00
2007 05 31 17 00   1  5.6  7.1  1.45  7.69  5.36 999 1006.6   1.5   3.9 999.0 99.0 99.00
2007 05 31 18 00  12  5.8  7.5  1.41  7.69  5.45 999 1007.1   1.5   3.9 999.0 99.0 99.00
2007 05 31 19 00  10  6.0  7.3  1.29  8.33  5.25 999 1007.5   1.5   3.9 999.0 99.0 99.00
2007 05 31 20 00  13  5.2  6.4  1.34  7.69  5.35 999 1008.0   1.6   3.9 999.0 99.0 99.00
2007 05 31 21 00 353  5.8  6.9  1.37  7.69  5.31 999 1008.5   1.8   3.9 999.0 99.0 99.00
2007 05 31 22 00   4  5.9  6.7  1.24  7.69  5.24 999 1008.9   1.9   4.0 999.0 99.0 99.00
2007 05 31 23 00 349  5.5  6.3  1.31  7.69  5.27 999 1009.2   2.6   4.0 999.0 99.0 99.00
2007 06 01 00 00 352  5.5  6.6  1.23  7.69  5.26 999 1009.3   3.3   4.1 999.0 99.0 99.00
2007 06 01 01 00 359  5.2  5.8  1.21  7.69  5.17 999 1009.5   3.5   4.2 999.0 99.0 99.00
2007 06 01 02 00 349  4.3  4.9  1.26  7.14  5.34 999 1009.7   3.8   4.2 999.0 99.0 99.00
2007 06 01 03 00 347  4.1  4.5  1.16  7.14  5.26 999 1009.7   3.9   4.2 999.0 99.0 99.00
2007 06 01 04 00  15  4.2  4.8  1.01  6.67  5.30 999 1009.9   4.0   4.2 999.0 99.0 99.00
2007 06 01 05 00 344  2.3  2.6  1.08  7.69  5.57 999 1009.9   4.1   4.3 999.0 99.0 99.00
2007 06 01 06 00 321  2.9  3.8  1.09  9.09  5.65 999 1010.2   4.0   4.3 999.0 99.0 99.00
2007 06 01 07 00 333  3.3  4.6  0.96  9.09  5.49 999 1010.5   3.8   4.3 999.0 99.0 99.00
2007 06 01 08 00 325  4.6  5.7  0.92 10.00  5.42 999 1011.0   2.9   4.3 999.0 99.0 99.00
2007 06 01 09 00 340  3.8  5.9  0.85  5.00  5.45 999 1011.5   1.9   4.3 999.0 99.0 99.00
2007 06 01 10 00 344  4.4  6.3  0.83 10.00  5.34 999 1011.6   2.2   4.2 999.0 99.0 99.00
2007 06 01 11 00 315  3.7  4.8  0.83  9.09  4.95 999 1011.6   2.1   4.2 999.0 99.0 99.00
2007 06 01 12 00 325  3.1  4.1  0.86  9.09  5.08 999 1011.8   2.0   4.1 999.0 99.0 99.00
2007 06 01 13 00 298  4.6  6.1  0.82  9.09  4.96 999 1011.8   2.1   4.1 999.0 99.0 99.00
2007 06 01 14 00 288  3.4  4.2  0.83 10.00  5.08 999 1011.7   2.1   4.2 999.0 99.0 99.00
2007 06 01 15 00 293  4.7  5.6  0.80  9.09  5.12 999 1011.8   2.6   4.1 999.0 99.0 99.00
2007 06 01 16 00 290  5.8  6.5  0.76 10.00  5.23 999 1012.2   3.0   4.2 999.0 99.0 99.00
2007 06 01 17 00 298  5.6  6.5  0.79  9.09  5.40 999 1012.2   3.0   4.1 999.0 99.0 99.00
2007 06 01 18 00 304  5.7  6.8  0.74  9.09  5.48 999 1012.3   2.9   4.1 999.0 99.0 99.00
2007 06 01 19 00 321  5.7  6.8  0.72  9.09  5.38 999 1012.7   3.0   4.1 999.0 99.0 99.00
2007 06 01 20 00 311  5.4  6.3  0.68  9.09  5.01 999 1012.5   3.0   4.1 999.0 99.0 99.00
2007 06 01 21 00 300  5.0  6.0  0.70  8.33  4.44 999 1012.5   3.2   4.1 999.0 99.0 99.00
2007 06 01 22 00 294  6.0  6.8  0.78  9.09  4.53 999 1012.7   3.4   4.2 999.0 99.0 99.00
2007 06 01 23 00 278  6.0  7.1  0.72  9.09  4.23 999 1012.9   3.1   4.2 999.0 99.0 99.00
2007 06 02 00 00 274  4.8  5.9  0.76  9.09  4.20 999 1012.9   3.0   4.2 999.0 99.0 99.00
2007 06 02 01 00 301  5.0  5.8  0.71  8.33  4.31 999 1012.9   3.0   4.2 999.0 99.0 99.00
2007 06 02 02 00 297  5.1  5.8  0.74  8.33  4.38 999 1013.0   3.4   4.3 999.0 99.0 99.00
2007 06 02 03 00 294  4.2  4.8  0.76  8.33  4.56 999 1012.9   3.6   4.3 999.0 99.0 99.00
2007 06 02 04 00 296  4.0  4.5  0.71  8.33  4.67 999 1012.9   3.8   4.3 999.0 99.0 99.00
2007 06 02 05 00 288  3.7  4.2  0.71  7.69  4.78 999 1012.9   3.9   4.3 999.0 99.0 99.00
2007 06 02 06 00 275  2.4  2.7  0.69  7.69  4.84 999 1012.9   3.9   4.3 999.0 99.0 99.00
2007 06 02 07 00 277  2.5  3.0  0.74  7.69  5.28 999 1013.2   4.0   4.2 999.0 99.0 99.00
2007 06 02 08 00 276  3.0  3.5  0.67  8.33  5.19 999 1013.4   4.0   4.2 999.0 99.0 99.00
2007 06 02 09 00 258  3.3  4.0  0.72  5.00  4.94 999 1013.5   4.0   4.2 999.0 99.0 99.00
2007 06 02 10 00 271  2.8  3.2  0.67  5.26  4.90 999 1013.6   3.9   4.2 999.0 99.0 99.00
2007 06 02 11 00 293  2.1  3.6  0.70  5.00  4.85 999 1013.7   4.1   4.3 999.0 99.0 99.00
2007 06 02 12 00 258  3.5  4.2  0.64  8.33  4.95 999 1013.7   4.0   4.3 999.0 99.0 99.00
2007 06 02 13 00 265  3.3  4.1  0.67  6.67  4.98 999 1013.6   4.0   4.4 999.0 99.0 99.00
2007 06 02 14 00 254  4.3  5.1  0.68  8.33  4.88 999 1013.6   3.8   4.4 999.0 99.0 99.00
2007 06 02 15 00 273  2.8  3.4  0.72  6.67  5.13 999 1013.5   3.8   4.4 999.0 99.0 99.00
2007 06 02 16 00 270  2.9  3.7  0.72  5.88  5.13 999 1013.4   3.8   4.3 999.0 99.0 99.00
2007 06 02 17 00 237  3.3  4.0  0.72  6.67  5.39 999 1013.3   3.7   4.4 999.0 99.0 99.00
2007 06 02 18 00 223  1.7  2.1  0.76  6.25  5.49 999 1013.4   3.6   4.3 999.0 99.0 99.00
2007 06 02 19 00 208  1.2  1.5  0.77  7.69  5.53 999 1013.4   3.7   4.3 999.0 99.0 99.00
2007 06 02 20 00 218  1.2  1.7  0.72  7.69  5.51 999 1013.6   3.7   4.4 999.0 99.0 99.00
2007 06 02 21 00 211  1.3  2.2  0.72  6.25  5.38 999 1013.8   3.7   4.4 999.0 99.0 99.00
2007 06 02 22 00 198  2.6  3.0  0.69  7.69  5.50 999 1013.8   3.8   4.4 999.0 99.0 99.00
2007 06 02 23 00 201  2.5  3.0  0.73  7.14  5.62 999 1013.6   3.9   4.4 999.0 99.0 99.00
2007 06 03 00 00 197  2.4  2.8  0.70  6.25  5.46 999 1013.4   3.9   4.4 999.0 99.0 99.00
2007 06 03 01 00 171  2.9  3.2  0.65  7.14  5.26 999 1013.2   4.3   4.5 999.0 99.0 99.00
2007 06 03 02 00 168  3.7  4.3  0.66  6.25  5.39 999 1013.2   4.4   4.6 999.0 99.0 99.00
2007 06 03 03 00 167  3.5  4.0  0.71  6.67  5.44 999 1012.7   4.4   4.6 999.0 99.0 99.00
2007 06 03 04 00 177  4.5  5.2  0.61  5.88  5.36 999 1012.5   4.4   4.6 999.0 99.0 99.00
2007 06 03 05 00 158  4.3  5.6  0.67  6.25  5.33 999 1012.2   4.3   4.5 999.0 99.0 99.00
2007 06 03 06 00 166  5.8  6.5  0.59  6.25  5.33 999 1011.9   4.3   4.5 999.0 99.0 99.00
2007 06 03 07 00 149  4.7  7.1  0.57  6.25  5.14 999 1011.7   4.2   4.4 999.0 99.0 99.00
2007 06 03 08 00 170  6.1  8.5  0.56  6.25  5.34 999 1011.8   4.1   4.4 999.0 99.0 99.00
2007 06 03 09 00 152  4.4  5.5  0.57  7.69  5.27 999 1012.0   4.2   4.3 999.0 99.0 99.00
2007 06 03 10 00 149  4.9  5.7  0.51  5.88  5.16 999 1012.0   4.3   4.3 999.0 99.0 99.00
2007 06 03 11 00 159  5.7  6.8  0.49  5.88  5.19 999 1012.0   4.3   4.3 999.0 99.0 99.00
2007 06 03 12 00 149  4.7  5.5  0.49  6.67  5.21 999 1011.3   4.3   4.3 999.0 99.0 99.00
2007 06 03 13 00 159  4.8  5.5  0.45  6.67  5.08 999 1010.8   4.2   4.3 999.0 99.0 99.00
2007 06 03 14 00 151  5.0  5.8  0.46  7.14  4.99 999 1010.3   4.1   4.4 999.0 99.0 99.00
2007 06 03 15 00 140  5.7  6.6  0.48  7.69  4.93 999 1009.9   4.2   4.4 999.0 99.0 99.00
2007 09 27 00 00 110  8.1  9.8  2.41  8.33  6.63 999 1010.4   7.8   9.2 999.0 99.0 99.00
2007 09 27 01 00 138  7.3  8.8  2.37  8.33  6.51 999 1009.0   8.2   9.2 999.0 99.0 99.00
2007 09 27 02 00 128  9.5 11.4  2.21  9.09  5.87 999 1007.7   8.2   9.2 999.0 99.0 99.00
2007 09 27 03 00 111 10.4 12.1  2.22  8.33  5.63 999 1006.7   8.1   9.3 999.0 99.0 99.00
2007 09 27 04 00 109 12.1 14.0  2.16  8.33  5.54 999 1005.3   8.0   9.3 999.0 99.0 99.00
2007 09 27 05 00 100 12.3 15.4  2.08  8.33  5.40 999 1003.8   8.1   9.3 999.0 99.0 99.00
2007 09 27 06 00 101 14.0 17.1  2.28  9.09  5.28 999 1002.3   7.9   9.3 999.0 99.0 99.00
2007 09 27 07 00  97 14.6 17.3  2.51  5.56  5.19 999 1001.0   7.9   9.3 999.0 99.0 99.00
2007 09 27 08 00  95 14.6 17.3  2.71  6.25  5.31 999  999.3   8.0   9.2 999.0 99.0 99.00
2007 09 27 09 00  95 14.7 17.1  2.72  6.25  5.33 999  997.9   8.0   9.2 999.0 99.0 99.00
2007 09 27 10 00  91 16.2 19.7  2.98  7.14  5.54 999  994.8   8.1   9.2 999.0 99.0 99.00
2007 09 27 11 00  98 15.9 19.0  3.21  7.14  5.72 999  992.8   8.2   9.2 999.0 99.0 99.00
2007 09 27 12 00 102 14.3 17.2  3.53  7.69  5.85 999  991.2   8.1   9.2 999.0 99.0 99.00
2007 09 27 13 00 109 12.7 15.5  3.34  7.69  5.87 999  989.6   8.2   9.2 999.0 99.0 99.00
2007 09 27 14 00 109 10.2 12.7  3.37  7.69  6.22 999  987.4   8.2   9.1 999.0 99.0 99.00
2007 09 27 15 00 148  7.1  8.4  3.09  9.09  6.35 999  986.2   8.4   9.1 999.0 99.0 99.00
2007 09 27 16 00 218  6.1  7.4  2.98  8.33  6.53 999  985.3   8.4   9.1 999.0 99.0 99.00
2007 09 27 17 00 214  7.3  9.0  2.62  9.09  6.80 999  984.7   8.4   9.1 999.0 99.0 99.00
2007 09 27 18 00 194  7.5  9.1  2.49  7.69  6.59 999  984.1   8.1   9.1 999.0 99.0 99.00
2007 09 27 19 00 179  7.3  8.6  2.43  9.09  6.70 999  983.7   8.4   9.1 999.0 99.0 99.00
2007 09 27 20 00 165  7.4  8.7  2.37  7.69  6.53 999  983.0   8.2   9.1 999.0 99.0 99.00
2007 09 27 21 00 164  4.0  4.9  2.23  9.09  6.38 999  982.3   8.0   9.1 999.0 99.0 99.00
2007 09 27 22 00 146  3.5  4.5  2.38  8.33  6.70 999  981.4   8.4   9.1 999.0 99.0 99.00
2007 09 27 23 00 137  6.3  7.6  2.44  8.33  6.46 999  980.4   8.4   9.1 999.0 99.0 99.00
2007 09 28 00 00 190  5.7  7.0  2.57  7.69  6.42 999  980.1   8.3   9.1 999.0 99.0 99.00
2007 09 28 01 00 233  3.9  4.7  2.65  8.33  6.54 999  979.6   8.5   9.1 999.0 99.0 99.00
2007 09 28 02 00 296  2.5  3.8  2.53  9.09  6.57 999  979.4   8.6   9.1 999.0 99.0 99.00
2007 09 28 03 00 333  5.6  6.8  2.60  9.09  6.96 999  979.9   8.1   9.1 999.0 99.0 99.00
2007 09 28 04 00 312  5.7  6.8  2.73  9.09  7.29 999  980.3   8.4   9.1 999.0 99.0 99.00
2007 09 28 05 00 296  5.4  6.7  2.43  8.33  7.15 999  980.9   8.1   9.1 999.0 99.0 99.00
2007 09 28 06 00 282  4.3  6.1  2.71 11.43  7.90 999  981.6   7.5   9.1 999.0 99.0 99.00
2007 09 28 07 00 345 10.7 13.6  2.80 10.81  7.83 999  982.8   8.2   9.1 999.0 99.0 99.00
2007 09 28 08 00 345 14.6 19.2  2.72  8.33  6.46 999  984.7   7.8   9.0 999.0 99.0 99.00
2007 09 28 09 00   0 16.9 21.8  3.58 11.43  6.73 999  987.5   7.5   9.0 999.0 99.0 99.00
2007 09 28 10 00 349 15.1 19.1  3.72  7.14  6.62 999  990.0   8.0   9.0 999.0 99.0 99.00
2007 09 28 11 00 351 14.7 17.3  3.73 10.81  6.81 999  992.7   8.4   8.9 999.0 99.0 99.00
2007 09 28 12 00 340 15.7 20.2  4.10  9.09  6.89 999  995.3   8.3   8.9 999.0 99.0 99.00
2007 09 28 13 00 332 15.3 18.3  4.19  9.09  6.96 999  997.4   8.4   8.9 999.0 99.0 99.00
2007 09 28 14 00 331 15.6 18.6  3.97  7.69  6.88 999  999.8   8.3   8.9 999.0 99.0 99.00
2007 09 28 15 00 327 15.0 18.4  4.52  9.09  7.59 999 1001.5   8.3   8.9 999.0 99.0 99.00
2007 09 28 16 00 328 13.6 16.4  4.19  9.09  7.35 999 1003.2   8.0   8.8 999.0 99.0 99.00
2007 09 28 17 00 325 12.1 14.3  4.50 10.00  7.67 999 1004.6   8.0   8.8 999.0 99.0 99.00
2007 09 28 18 00 322 12.9 15.1  4.91  8.33  7.98 999 1006.1   7.9   8.8 999.0 99.0 99.00
2007 09 28 19 00 331 12.3 15.0  4.73 10.00  8.18 999 1007.4   7.5   8.8 999.0 99.0 99.00
2007 09 28 20 00 317 11.4 13.4  4.87 10.00  8.19 999 1008.3   7.9   8.7 999.0 99.0 99.00
2007 09 28 21 00 299 10.8 13.2  4.36 10.81  7.72 999 1009.4   7.8   8.8 999.0 99.0 99.00
2007 09 28 22 00 300 10.5 13.2  4.50 10.81  7.97 999 1010.0   7.6   8.7 999.0 99.0 99.00
2007 09 28 23 00 273  9.5 11.5  4.20 12.90  7.93 999 1010.4   7.9   8.8 999.0 99.0 99.00
2007 09 29 00 00 273  8.8 10.4  4.01 10.00  7.88 999 1010.5   7.8   8.7 999.0 99.0 99.00
2007 09 29 01 00 271  8.9 10.4  3.52 10.00  7.57 999 1010.9   7.8   8.7 999.0 99.0 99.00
2007 09 29 02 00 273  7.3  8.8  3.74 10.81  7.77 999 1010.3   7.8   8.7 999.0 99.0 99.00
2007 09 29 03 00 252  6.7  8.1  3.35  8.33  7.61 999 1010.1   7.9   8.7 999.0 99.0 99.00
2007 09 29 04 00 251  7.3  8.4  3.56  9.09  7.83 999 1009.7   7.9   8.7 999.0 99.0 99.00
2007 09 29 05 00 240  6.3  7.6  3.50  9.09  7.76 999 1009.0   7.8   8.7 999.0 99.0 99.00
2007 09 29 06 00 224  6.7  8.1  3.24 10.00  7.68 999 1008.5   7.9   8.7 999.0 99.0 99.00
2007 09 29 07 00 206  7.3  8.9  3.36  9.09  7.71 999 1007.8   7.9   8.7 999.0 99.0 99.00
2007 09 29 08 00 187  8.1  9.9  2.98  9.09  7.36 999 1006.8   8.0   8.7 999.0 99.0 99.00
2007 09 29 09 00 181  8.5 10.2  3.03 10.00  7.12 999 1005.4   8.0   8.7 999.0 99.0 99.00
