#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 09 29 10 00 157  9.7 11.4  2.75  9.09  6.77 999 1004.4   7.3   8.7 999.0 99.0 99.00
2007 09 29 11 00 158 12.1 15.1  2.71  9.09  6.53 999 1002.1   7.1   8.7 999.0 99.0 99.00
2007 09 29 12 00 162 13.9 16.7  2.76  9.09  6.38 999 1000.1   6.2   8.7 999.0 99.0 99.00
2007 09 29 13 00 168 15.3 18.4  2.57  9.09  5.74 999  998.3   6.7   8.7 999.0 99.0 99.00
2007 09 29 14 00 167 13.8 16.5  2.76 10.00  5.75 999  995.5   6.8   8.7 999.0 99.0 99.00
2007 09 29 15 00 164 14.5 17.0  2.93  6.67  5.69 999  993.1   7.5   8.7 999.0 99.0 99.00
2007 09 29 16 00 176 14.1 17.5  3.21  7.14  6.04 999  990.7   7.9   8.7 999.0 99.0 99.00
2007 09 29 17 00 201 13.1 14.8  3.56  8.33  6.30 999  989.6   8.4   8.7 999.0 99.0 99.00
2007 09 29 18 00 230 11.9 14.8  3.45  8.33  6.55 999  989.1   8.5   8.7 999.0 99.0 99.00
2007 09 29 19 00 245 12.0 14.2  3.46  8.33  6.76 999  989.5   8.6   8.7 999.0 99.0 99.00
2007 09 29 20 00 235 11.1 13.9  3.61  9.09  7.18 999  989.7   8.6   8.7 999.0 99.0 99.00
2007 09 29 21 00 229 10.3 12.6  3.96 10.00  7.35 999  990.1   8.6   8.7 999.0 99.0 99.00
2007 09 29 22 00 207 10.2 11.6  3.61 10.00  7.36 999  989.9   8.7   8.6 999.0 99.0 99.00
2007 09 29 23 00 195 11.7 13.5  3.52 10.00  7.26 999  989.9   8.6   8.7 999.0 99.0 99.00
2007 09 30 00 00 205 11.5 14.1  3.72 10.00  7.39 999  989.7   8.7   8.6 999.0 99.0 99.00
2007 09 30 01 00 204 10.9 13.2  3.49 10.00  7.43 999  989.2   8.6   8.7 999.0 99.0 99.00
2007 09 30 02 00 209 12.1 14.3  3.68 10.81  7.20 999  989.1   8.6   8.7 999.0 99.0 99.00
2007 09 30 03 00 214 11.0 13.7  3.23 10.00  6.86 999  988.3   8.7   8.7 999.0 99.0 99.00
2007 09 30 04 00 218 11.6 13.7  3.19  9.09  6.57 999  987.7   8.7   8.7 999.0 99.0 99.00
2007 09 30 05 00 219 10.7 13.4  3.27 10.00  6.63 999  987.5   8.7   8.7 999.0 99.0 99.00
2007 09 30 06 00 216 12.5 15.9  3.14 10.00  6.69 999  987.0   8.7   8.6 999.0 99.0 99.00
2007 09 30 07 00 216 12.6 15.7  3.44 10.00  6.66 999  986.5   8.2   8.5 999.0 99.0 99.00
2007 09 30 08 00 219 12.4 14.7  3.72 10.00  7.09 999  986.1   8.2   8.6 999.0 99.0 99.00
2007 09 30 09 00 213 11.6 14.2  3.64 10.00  7.27 999  985.6   8.4   8.6 999.0 99.0 99.00
2007 09 30 10 00 189 10.2 12.3  4.01 10.81  7.78 999  985.2   8.1   8.6 999.0 99.0 99.00
2007 09 30 11 00 197 11.6 14.1  3.96 10.81  7.51 999  984.9   8.4   8.6 999.0 99.0 99.00
2007 09 30 12 00 198 12.2 14.7  4.36 10.00  7.94 999  984.7   8.0   8.6 999.0 99.0 99.00
2007 09 30 13 00 211 10.8 12.7  3.91 10.81  7.62 999  984.4   8.1   8.5 999.0 99.0 99.00
2007 09 30 14 00 226 12.1 14.7  4.01 12.12  7.70 999  984.4   8.0   8.5 999.0 99.0 99.00
2007 09 30 15 00 237 11.6 15.6  3.69 11.43  7.33 999  984.2   7.9   8.4 999.0 99.0 99.00
2007 09 30 16 00 241 13.5 17.0  4.43 11.43  7.69 999  984.2   8.2   8.4 999.0 99.0 99.00
2007 09 30 17 00 244 15.3 18.8  3.98 11.43  7.16 999  984.5   8.2   8.4 999.0 99.0 99.00
2007 09 30 18 00 253 14.3 17.9  4.09 10.81  7.09 999  985.0   8.0   8.5 999.0 99.0 99.00
2007 09 30 19 00 261 14.7 17.3  4.04 10.00  7.05 999  986.2   8.4   8.6 999.0 99.0 99.00
2007 09 30 20 00 266 16.1 19.2  4.59 12.12  7.80 999  987.6   8.5   8.6 999.0 99.0 99.00
2007 09 30 21 00 247 13.8 17.9  4.71 10.81  7.83 999  989.2   8.4   8.5 999.0 99.0 99.00
2007 09 30 22 00 254 14.0 16.8  4.49 10.81  7.87 999  990.6   8.5   8.5 999.0 99.0 99.00
2007 09 30 23 00 247 14.2 17.5  4.85 12.12  8.12 999  991.8   8.6   8.4 999.0 99.0 99.00
2007 10 01 00 00 255 15.1 18.2  4.79 11.43  8.07 999  993.1   8.5   8.4 999.0 99.0 99.00
2007 10 01 01 00 259 14.6 18.3  5.19 12.12  8.39 999  994.6   8.4   8.5 999.0 99.0 99.00
2007 10 01 02 00 272 14.8 18.0  4.91 11.43  8.21 999  996.0   8.3   8.6 999.0 99.0 99.00
2007 10 01 03 00 273 14.2 16.8  4.76 11.43  8.09 999  997.5   8.2   8.6 999.0 99.0 99.00
2007 10 01 04 00 274 15.1 18.7  5.35 12.12  8.51 999  999.2   8.2   8.6 999.0 99.0 99.00
2007 10 01 05 00 281 14.6 17.6  5.39 12.12  8.55 999 1000.8   8.1   8.6 999.0 99.0 99.00
2007 10 01 06 00 280 13.9 16.4  4.97 12.12  8.04 999 1002.4   7.9   8.6 999.0 99.0 99.00
2007 10 01 08 00 279 12.1 14.5  4.89 12.12  8.06 999 1004.9   7.8   8.5 999.0 99.0 99.00
2007 10 01 09 00 285 10.9 13.6  4.41 12.90  8.27 999 1005.8   8.0   8.5 999.0 99.0 99.00
2007 10 01 10 00 254  9.5 11.7  4.73 11.43  8.42 999 1006.4   7.7   8.5 999.0 99.0 99.00
2007 10 01 11 00 261 11.6 14.2  4.19 12.12  8.10 999 1007.3   7.7   8.5 999.0 99.0 99.00
2007 10 01 12 00 267 12.1 14.7  4.73 12.12  8.28 999 1007.7   7.8   8.5 999.0 99.0 99.00
2007 10 01 13 00 270 11.4 13.8  4.55 12.12  8.19 999 1008.1   7.8   8.5 999.0 99.0 99.00
2007 10 01 14 00 262 12.6 15.5  4.91 11.43  8.37 999 1008.3   7.9   8.4 999.0 99.0 99.00
2007 10 01 15 00 272 12.2 14.8  4.33 12.12  7.71 999 1008.7   6.9   8.4 999.0 99.0 99.00
2007 10 01 16 00 253 13.6 15.9  4.19 12.90  7.52 999 1009.0   7.4   8.4 999.0 99.0 99.00
2007 10 01 17 00 271 11.4 15.3  3.91 12.12  7.41 999 1009.3   7.0   8.4 999.0 99.0 99.00
2007 10 01 18 00 252 11.1 14.7  4.36 12.90  7.93 999 1009.8   7.4   8.3 999.0 99.0 99.00
2007 10 01 19 00 254 12.6 15.2  4.01 12.12  7.74 999 1010.6   7.6   8.3 999.0 99.0 99.00
2007 10 01 20 00 255 11.4 14.1  3.56 12.12  7.51 999 1011.0   7.4   8.3 999.0 99.0 99.00
2007 10 01 21 00 261 12.1 15.0  3.62 12.12  7.43 999 1011.7   7.5   8.2 999.0 99.0 99.00
2007 10 01 22 00 256 11.9 14.6  3.48 12.12  7.39 999 1012.1   7.6   8.3 999.0 99.0 99.00
2007 10 01 23 00 259 11.8 14.0  3.27 10.81  7.15 999 1012.6   7.5   8.3 999.0 99.0 99.00
2007 10 02 00 00 253 13.1 15.9  3.31 12.12  6.94 999 1013.2   7.7   8.3 999.0 99.0 99.00
2007 10 02 01 00 249 12.3 14.2  3.27 12.12  6.98 999 1013.5   7.3   8.4 999.0 99.0 99.00
2007 10 02 02 00 260 12.6 15.0  3.18  8.33  6.86 999 1014.0   7.7   8.3 999.0 99.0 99.00
2007 10 02 03 00 266 12.9 15.3  3.24 11.43  6.81 999 1014.5   7.8   8.4 999.0 99.0 99.00
2007 10 02 04 00 270 11.6 14.0  3.34 11.43  6.75 999 1015.2   7.2   8.4 999.0 99.0 99.00
2007 10 02 05 00 265 14.1 17.2  3.28 11.43  6.77 999 1016.1   7.6   8.4 999.0 99.0 99.00
2007 10 02 06 00 267 13.5 16.9  3.70 10.81  7.06 999 1016.9   7.6   8.3 999.0 99.0 99.00
2007 10 02 07 00 269 12.6 15.3  3.76  8.33  6.85 999 1018.1   7.5   8.2 999.0 99.0 99.00
2007 10 02 08 00 267 11.9 14.6  3.32  9.09  6.85 999 1019.2   7.5   8.2 999.0 99.0 99.00
2007 10 02 09 00 276 10.2 12.1  2.94  8.33  6.69 999 1019.9   6.6   8.2 999.0 99.0 99.00
2007 10 02 10 00 286 12.9 15.3  3.34  8.33  6.78 999 1020.8   7.1   8.4 999.0 99.0 99.00
2007 10 02 11 00 277 11.2 13.0  3.19  7.69  6.83 999 1021.4   7.2   8.4 999.0 99.0 99.00
2007 10 02 12 00 268 10.3 12.0  2.96  8.33  6.82 999 1022.4   7.3   8.4 999.0 99.0 99.00
2007 10 02 13 00 269 11.1 12.7  2.66  7.69  6.63 999 1023.2   7.2   8.4 999.0 99.0 99.00
2007 10 02 14 00 266 11.4 13.0  2.65  8.33  6.63 999 1023.9   7.5   8.4 999.0 99.0 99.00
2007 10 02 15 00 273 10.2 11.8  2.37  8.33  6.38 999 1024.4   7.5   8.4 999.0 99.0 99.00
2007 10 02 16 00 264 11.1 13.5  2.72  8.33  6.50 999 1024.7   7.3   8.4 999.0 99.0 99.00
2007 10 02 17 00 271  9.6 11.4  2.64  8.33  6.49 999 1024.9   6.7   8.4 999.0 99.0 99.00
2007 10 02 18 00 270  9.0 10.5  2.48  8.33  6.45 999 1025.3   7.1   8.4 999.0 99.0 99.00
2007 10 02 19 00 272  9.0 10.9  2.59  8.33  6.77 999 1025.9   7.4   8.2 999.0 99.0 99.00
2007 10 02 20 00 253  8.9 10.9  2.57  7.69  6.54 999 1026.3   7.5   8.1 999.0 99.0 99.00
2007 10 02 21 00 250  8.6 10.3  2.28  7.14  6.19 999 1026.8   7.6   8.1 999.0 99.0 99.00
2007 10 02 22 00 247  8.4 10.5  2.45  7.14  6.47 999 1027.1   7.7   8.1 999.0 99.0 99.00
2007 10 02 23 00 228  8.0  9.7  2.39  7.69  6.40 999 1027.4   7.8   8.1 999.0 99.0 99.00
2007 10 03 00 00 228  8.5 10.1  2.34  7.69  6.37 999 1027.4   8.1   8.1 999.0 99.0 99.00
2007 10 03 01 00 227  8.2  9.4  2.32  7.69  6.30 999 1027.2   8.1   8.2 999.0 99.0 99.00
2007 10 03 02 00 226  8.7 10.1  2.20  7.69  6.21 999 1026.9   8.1   8.2 999.0 99.0 99.00
2007 10 03 03 00 229  8.9 10.2  2.19  7.69  6.08 999 1026.7   8.0   8.2 999.0 99.0 99.00
2007 10 03 04 00 225 10.4 12.6  2.04  7.69  5.93 999 1027.3   8.0   8.2 999.0 99.0 99.00
2007 10 03 05 00 239  8.7 10.1  2.10  9.09  5.97 999 1027.1   8.0   8.2 999.0 99.0 99.00
2007 10 03 06 00 236  7.2  8.9  1.91  7.14  5.71 999 1026.9   8.0   8.2 999.0 99.0 99.00
2007 10 03 07 00 236  5.3  6.4  1.91  7.14  5.87 999 1026.5   8.0   8.3 999.0 99.0 99.00
2007 10 03 08 00 222  6.7  7.8  1.88  7.14  5.82 999 1026.4   7.9   8.3 999.0 99.0 99.00
2007 10 03 09 00 209  4.6  6.0  1.77  9.09  5.92 999 1026.8   7.9   8.3 999.0 99.0 99.00
2007 10 03 10 00 192  4.5  5.4  1.65  7.14  5.91 999 1025.8   7.6   8.3 999.0 99.0 99.00
2007 10 03 11 00 167  4.2  5.0  1.65  9.09  5.92 999 1025.1   7.4   8.3 999.0 99.0 99.00
2007 10 03 12 00 147  5.3  5.8  1.46  6.25  5.78 999 1024.3   7.1   8.3 999.0 99.0 99.00
2007 10 03 13 00 133  6.7  7.8  1.58  9.09  5.83 999 1023.3   7.0   8.3 999.0 99.0 99.00
2007 10 03 14 00 119  8.2  9.3  1.46  7.69  5.41 999 1021.5   7.0   8.3 999.0 99.0 99.00
2007 10 03 15 00 107  8.8 10.3  1.38  9.09  4.86 999 1020.7   7.2   8.3 999.0 99.0 99.00
2007 10 03 16 00  99 10.4 12.2  1.41  6.67  4.48 999 1018.8   7.1   8.3 999.0 99.0 99.00
2007 10 03 17 00  95 12.2 14.5  1.54  7.14  4.29 999 1016.7   7.1   8.3 999.0 99.0 99.00
2007 10 03 18 00  92 13.5 16.0  1.62  4.00  4.09 999 1014.7   7.1   8.3 999.0 99.0 99.00
2007 10 03 19 00  89 13.9 16.6  1.84  4.55  4.19 999 1012.9   7.1   8.3 999.0 99.0 99.00
2007 10 03 20 00  95 18.3 23.4  2.33  5.88  4.71 999 1011.1   6.4   8.3 999.0 99.0 99.00
2007 10 03 21 00  94 16.7 21.2  2.80  6.25  5.15 999 1008.3   5.0   8.3 999.0 99.0 99.00
2007 10 03 22 00  87 20.0 23.9  3.30  7.69  5.69 999 1005.2   4.2   8.3 999.0 99.0 99.00
2007 10 03 23 00  81 19.7 24.4  3.65  7.14  6.09 999 1002.6   3.8   8.3 999.0 99.0 99.00
2007 10 04 00 00  74 21.2 25.7  4.63  8.33  6.59 999  999.5   3.9   8.3 999.0 99.0 99.00
2007 10 04 01 00  78 23.1 29.5  5.25 10.00  7.17 999  995.5   4.3   8.3 999.0 99.0 99.00
2007 10 04 02 00  73 23.6 28.4  6.22 10.00  7.63 999  991.3   4.3   8.2 999.0 99.0 99.00
2007 10 04 03 00  75 23.6 28.2  6.07 10.00  7.38 999  988.0   4.8   8.1 999.0 99.0 99.00
2007 10 04 04 00  70 22.5 29.1  7.19 10.81  8.01 999  985.0   5.1   8.0 999.0 99.0 99.00
2007 10 04 05 00  64 19.7 24.0  6.01 11.43  7.92 999  982.3   5.5   8.0 999.0 99.0 99.00
2007 10 04 06 00  63 15.7 20.6  6.45 10.81  8.16 999  979.4   6.3   7.9 999.0 99.0 99.00
2007 10 04 07 00  67 10.8 12.7  6.19 10.81  8.50 999  977.7   6.9   7.9 999.0 99.0 99.00
2007 10 04 08 00  47  7.8  9.5  5.07 12.12  7.99 999  976.7   6.8   7.9 999.0 99.0 99.00
2007 10 04 09 00  17  6.8  8.5  5.05 11.43  8.44 999  976.4   6.8   7.9 999.0 99.0 99.00
2007 10 04 10 00 343  9.3 11.2  4.48 11.43  8.18 999  976.6   6.8   7.9 999.0 99.0 99.00
2007 10 04 11 00 328 11.7 14.0  4.02 10.00  7.91 999  977.7   6.7   7.9 999.0 99.0 99.00
2007 10 04 12 00 324 13.3 16.5  4.22 10.81  7.82 999  980.2   6.6   7.9 999.0 99.0 99.00
2007 10 04 13 00 306 16.1 19.3  4.02 10.81  7.21 999  982.3   6.0   7.8 999.0 99.0 99.00
2007 10 04 14 00 304 17.3 22.3  4.46 10.00  6.96 999  984.6   6.0   7.8 999.0 99.0 99.00
2007 10 04 15 00 298 17.1 21.4  4.55 11.43  7.11 999  986.5   5.9   7.9 999.0 99.0 99.00
2007 10 04 16 00 303 18.1 21.6  4.23  8.33  7.10 999  988.4   6.0   7.9 999.0 99.0 99.00
2007 10 04 17 00 303 17.4 20.6  4.39  8.33  6.96 999  989.8   6.0   7.9 999.0 99.0 99.00
2007 10 04 18 00 300 16.1 20.2  4.03  8.33  6.89 999  991.2   6.3   7.8 999.0 99.0 99.00
2007 10 04 19 00 303 15.9 19.5  4.42  7.69  7.04 999  992.9   6.6   7.7 999.0 99.0 99.00
2007 10 04 20 00 302 14.4 17.7  4.14  9.09  7.09 999  994.2   6.5   7.6 999.0 99.0 99.00
2007 10 04 21 00 307 14.8 17.8  3.83  9.09  6.87 999  995.8   6.5   7.6 999.0 99.0 99.00
2007 10 04 22 00 312 13.0 15.6  4.17  9.09  7.01 999  997.2   6.6   7.5 999.0 99.0 99.00
2007 10 04 23 00 313 11.5 14.2  3.98  8.33  7.13 999  998.5   6.3   7.5 999.0 99.0 99.00
2007 10 05 00 00 321 11.1 13.4  3.82  9.09  7.17 999  999.9   6.3   7.5 999.0 99.0 99.00
2007 10 05 01 00 317  9.7 11.7  3.41  9.09  6.92 999 1001.0   6.3   7.5 999.0 99.0 99.00
2007 10 05 02 00 317  7.4  9.0  3.94 10.00  7.43 999 1002.0   6.1   7.6 999.0 99.0 99.00
2007 10 05 03 00 324  9.5 11.4  3.67 10.00  7.47 999 1003.2   5.9   7.6 999.0 99.0 99.00
2007 10 05 04 00 320  7.9  9.5  3.82 10.81  7.49 999 1004.2   5.6   7.5 999.0 99.0 99.00
2007 10 05 05 00 325  6.1  8.1  3.66 10.00  7.60 999 1004.9   5.3   7.5 999.0 99.0 99.00
2007 10 05 06 00 293  6.4  7.6  4.01 11.43  7.95 999 1005.6   5.9   7.4 999.0 99.0 99.00
2007 10 05 07 00 279  4.5  5.8  3.77 11.43  7.88 999 1006.1   5.6   7.4 999.0 99.0 99.00
2007 10 05 08 00 328  5.9  7.3  3.72 10.81  7.92 999 1006.9   6.5   7.4 999.0 99.0 99.00
2007 10 05 09 00   5  6.4  7.5  3.35 10.81  7.66 999 1007.6   5.9   7.4 999.0 99.0 99.00
2007 10 05 10 00   7  4.9  6.1  3.08 10.81  7.41 999 1008.1   5.8   7.3 999.0 99.0 99.00
2007 10 05 11 00  13  5.1  6.2  3.24 10.81  7.40 999 1008.7   5.6   7.3 999.0 99.0 99.00
2007 10 05 12 00   1  4.0  5.1  3.39 10.00  7.62 999 1009.3   5.7   7.3 999.0 99.0 99.00
2007 10 05 13 00 353  2.9  4.3  3.77 10.81  8.14 999 1009.7   5.7   7.3 999.0 99.0 99.00
2007 10 05 14 00 347  3.2  4.5  3.11 10.00  7.58 999 1010.1   5.8   7.3 999.0 99.0 99.00
2007 10 05 15 00 337  2.9  3.9  2.92 10.00  7.60 999 1010.5   5.8   7.4 999.0 99.0 99.00
2007 10 05 16 00 319  3.0  4.3  2.61 10.81  7.46 999 1011.1   5.9   7.4 999.0 99.0 99.00
2007 10 05 17 00 316  3.4  4.5  2.82 10.00  7.47 999 1011.6   6.0   7.4 999.0 99.0 99.00
2007 10 05 18 00 331  4.6  5.5  2.93 10.00  7.67 999 1012.4   5.9   7.5 999.0 99.0 99.00
2007 10 05 19 00 297  2.8  3.7  2.55  9.09  7.15 999 1012.7   6.0   7.4 999.0 99.0 99.00
2007 10 05 20 00 259  3.4  4.1  2.66 10.00  7.36 999 1013.2   6.2   7.3 999.0 99.0 99.00
2007 10 05 21 00 278  4.6  6.2  2.92 10.00  7.51 999 1013.9   6.4   7.3 999.0 99.0 99.00
2007 10 05 22 00 278  5.0  6.4  2.47  9.09  6.94 999 1014.2   6.3   7.2 999.0 99.0 99.00
2007 10 05 23 00 277  4.6  5.3  2.60 10.00  7.24 999 1014.5   6.2   7.1 999.0 99.0 99.00
2007 10 06 00 00 260  5.6  6.9  2.31 10.00  6.90 999 1014.9   6.2   7.0 999.0 99.0 99.00
2007 10 06 01 00 255  5.6  6.4  2.36  9.09  6.83 999 1014.8   6.1   7.0 999.0 99.0 99.00
2007 10 06 02 00 243  6.8  7.8  2.14  9.09  6.81 999 1014.8   6.4   7.0 999.0 99.0 99.00
2007 10 06 03 00 244  7.7  9.1  1.96  9.09  6.68 999 1014.8   6.6   7.1 999.0 99.0 99.00
2007 10 06 04 00 241  8.4 10.0  1.89  9.09  6.26 999 1014.7   6.5   7.1 999.0 99.0 99.00
2007 10 06 05 00 226  7.8  9.5  1.85  8.33  6.12 999 1014.3   6.6   7.2 999.0 99.0 99.00
2007 10 06 06 00 211  7.9  9.9  1.74  7.14  5.90 999 1014.0   6.7   7.5 999.0 99.0 99.00
2007 10 06 07 00 206  9.4 11.2  1.85  9.09  5.97 999 1013.5   7.0   7.5 999.0 99.0 99.00
2007 10 06 08 00 204 11.9 14.0  1.73  8.33  5.46 999 1012.8   7.2   7.4 999.0 99.0 99.00
2007 10 06 09 00 201 12.2 15.0  1.88  8.33  5.32 999 1012.2   7.3   7.4 999.0 99.0 99.00
2007 10 06 10 00 200 13.3 16.1  2.09  8.33  5.28 999 1010.8   7.3   7.2 999.0 99.0 99.00
2007 10 06 11 00 204 14.1 17.8  2.31  8.33  5.15 999 1009.5   7.3   7.1 999.0 99.0 99.00
2007 10 06 12 00 202 13.6 16.4  2.33  6.25  4.99 999 1008.1   6.7   7.3 999.0 99.0 99.00
2007 10 06 13 00 211 13.8 18.7  2.47  8.33  5.01 999 1006.9   6.7   6.9 999.0 99.0 99.00
2007 10 06 14 00 216 14.0 17.9  2.77  7.14  5.33 999 1005.3   6.9   6.8 999.0 99.0 99.00
2007 10 06 15 00 246 12.8 15.1  2.66  7.69  5.53 999 1005.1   7.4   6.6 999.0 99.0 99.00
2007 10 06 16 00 245 11.6 14.8  2.72  7.69  5.83 999 1004.8   7.4   6.7 999.0 99.0 99.00
2007 10 06 17 00 249 12.0 14.5  2.87  8.33  6.03 999 1004.7   7.2   7.0 999.0 99.0 99.00
2007 10 06 18 00 254 10.6 13.1  2.91  8.33  6.26 999 1005.1   7.1   7.0 999.0 99.0 99.00
2007 10 06 19 00 261  9.4 11.1  3.06  8.33  6.76 999 1006.1   6.7   7.1 999.0 99.0 99.00
2007 10 06 20 00 295  8.3 10.0  2.91  8.33  6.78 999 1006.9   6.8   7.1 999.0 99.0 99.00
2007 10 06 21 00 277  9.3 10.6  2.98  9.09  7.03 999 1007.9   6.8   7.3 999.0 99.0 99.00
2007 10 06 22 00 276 10.2 12.3  2.71  8.33  6.80 999 1009.1   7.0   7.3 999.0 99.0 99.00
2007 10 06 23 00 274 10.7 13.1  3.21  9.09  7.33 999 1009.6   7.3   7.1 999.0 99.0 99.00
2007 10 07 00 00 275  9.8 11.4  3.10 10.00  7.20 999 1010.0   7.5   6.8 999.0 99.0 99.00
2007 10 07 01 00 310  9.0 10.5  2.78  9.09  6.96 999 1010.6   7.3   6.7 999.0 99.0 99.00
2007 10 07 02 00 333  8.7 11.8  2.73 10.81  7.03 999 1011.6   7.1   6.8 999.0 99.0 99.00
2007 10 07 03 00 353  8.9 11.2  3.03 10.00  7.57 999 1013.1   6.7   6.8 999.0 99.0 99.00
2007 10 07 04 00 359 11.1 13.8  2.74 10.00  7.31 999 1014.9   6.5   6.8 999.0 99.0 99.00
2007 10 07 05 00 355  8.6 11.2  2.64 10.00  7.17 999 1016.4   6.6   6.8 999.0 99.0 99.00
2007 10 07 06 00 355  7.9  9.8  2.68 10.81  7.24 999 1017.9   6.8   6.7 999.0 99.0 99.00
2007 10 07 07 00 356  7.2  9.0  2.95 10.81  7.65 999 1019.0   6.3   6.7 999.0 99.0 99.00
2007 10 07 08 00 354  5.9  6.8  2.79 10.00  7.28 999 1020.0   6.5   6.7 999.0 99.0 99.00
2007 10 07 09 00   6  6.6  7.8  2.58 10.00  7.11 999 1020.6   6.8   6.7 999.0 99.0 99.00
2007 10 07 10 00 338  4.3  5.1  2.91 10.00  7.38 999 1021.1   6.7   6.7 999.0 99.0 99.00
2007 10 07 11 00 356  3.2  4.0  2.77 10.00  7.13 999 1021.8   6.5   6.7 999.0 99.0 99.00
2007 10 07 12 00 333  4.2  7.5  2.77 10.00  7.32 999 1022.4   6.7   6.7 999.0 99.0 99.00
2007 10 07 13 00 339  4.4  6.0  2.42  9.09  6.93 999 1022.5   6.8   6.6 999.0 99.0 99.00
2007 10 07 14 00 337  2.9  4.1  2.58 10.00  7.18 999 1022.8   6.7   6.5 999.0 99.0 99.00
2007 10 07 15 00 337  3.2  5.9  2.13  9.09  6.74 999 1022.6   6.9   6.4 999.0 99.0 99.00
2007 10 07 16 00 278  0.9  1.5  2.14 10.00  6.74 999 1023.2   6.9   6.3 999.0 99.0 99.00
2007 10 07 17 00 246  2.7  4.3  1.98 10.00  6.49 999 1023.5   7.2   6.3 999.0 99.0 99.00
2007 10 07 18 00 274  3.6  5.7  1.99  9.09  6.73 999 1024.1   7.2   6.4 999.0 99.0 99.00
2007 10 07 19 00 270  3.9  6.2  1.92 10.00  6.53 999 1024.2   7.2   6.6 999.0 99.0 99.00
2007 10 07 20 00 252  3.9  5.3  1.77  9.09  6.57 999 1024.6   7.2   6.7 999.0 99.0 99.00
2007 10 07 21 00 258  3.8  4.9  1.75 10.00  6.69 999 1024.8   7.0   6.7 999.0 99.0 99.00
2007 10 07 22 00 250  5.1  6.6  1.87  9.09  7.09 999 1024.7   6.9   6.7 999.0 99.0 99.00
2007 10 07 23 00 227  3.4  4.2  1.52 10.00  6.49 999 1024.5   6.9   6.7 999.0 99.0 99.00
2007 10 08 00 00 237  2.5  3.3  1.55  7.69  6.53 999 1024.2   6.9   6.7 999.0 99.0 99.00
2007 10 08 01 00 206  5.9  6.9  1.44 10.00  6.39 999 1024.1   6.2   6.6 999.0 99.0 99.00
2007 10 08 02 00 194  4.3  5.6  1.46  8.33  6.40 999 1023.4   6.4   6.6 999.0 99.0 99.00
2007 10 08 03 00 191  7.1  8.4  1.29  7.69  5.97 999 1023.3   6.5   6.6 999.0 99.0 99.00
2007 10 08 04 00 189  7.1  8.7  1.44  9.09  5.49 999 1022.9   6.4   6.5 999.0 99.0 99.00
2007 10 08 05 00 207  4.8  6.5  1.28  7.69  5.25 999 1022.8   6.2   6.5 999.0 99.0 99.00
2007 10 08 06 00 188  8.6  9.9  1.21  9.09  5.36 999 1022.4   6.1   6.5 999.0 99.0 99.00
2007 10 08 07 00 181  7.1 10.1  1.19  7.69  4.63 999 1022.5   5.7   6.6 999.0 99.0 99.00
2007 10 08 08 00 183  8.6 10.3  1.19  9.09  4.57 999 1022.5   5.9   6.7 999.0 99.0 99.00
2007 10 08 09 00 196  6.2  7.2  1.18  7.69  4.57 999 1022.2   6.0   6.8 999.0 99.0 99.00
2007 10 08 10 00 163  8.6  9.9  1.12  9.09  4.92 999 1021.8   5.9   6.8 999.0 99.0 99.00
2007 10 08 11 00 160  8.0 10.1  1.18  8.33  5.09 999 1021.4   5.7   6.8 999.0 99.0 99.00
2007 10 08 12 00 166  5.5  6.7  1.11  8.33  4.92 999 1020.5   6.0   6.8 999.0 99.0 99.00
2007 10 08 13 00 167  5.9  6.9  1.17  8.33  4.79 999 1019.9   6.1   6.8 999.0 99.0 99.00
2007 10 08 14 00 162  8.9 10.9  1.16  8.33  4.57 999 1019.2   6.2   6.8 999.0 99.0 99.00
2007 10 08 15 00 162  8.2 10.1  1.15  8.33  4.35 999 1018.8   6.2   6.7 999.0 99.0 99.00
2007 10 08 16 00 156  6.7  8.1  1.18  7.14  4.22 999 1018.0   6.2   6.6 999.0 99.0 99.00
2007 10 08 17 00 145  7.4  8.6  1.15  7.69  4.23 999 1017.1   6.3   6.6 999.0 99.0 99.00
2007 10 08 18 00 129  7.7  9.0  1.12  6.67  4.27 999 1016.6   6.2   6.6 999.0 99.0 99.00
2007 10 08 19 00 125  8.1  9.4  1.16  6.25  4.20 999 1015.9   6.2   6.7 999.0 99.0 99.00
2007 10 08 20 00 121  8.8 10.3  1.12  4.35  4.11 999 1015.5   6.3   6.9 999.0 99.0 99.00
2007 10 08 21 00 113  6.7  8.4  1.22  4.55  4.27 999 1014.9   6.3   6.9 999.0 99.0 99.00
2007 10 08 22 00 108  8.3  9.5  1.27  5.00  4.15 999 1013.8   6.4   6.8 999.0 99.0 99.00
2007 10 08 23 00 105  8.5 10.6  1.43  5.88  4.45 999 1012.9   6.4   6.8 999.0 99.0 99.00
2007 10 09 00 00 106  9.2 10.9  1.45  6.67  4.46 999 1011.7   6.4   6.9 999.0 99.0 99.00
2007 10 09 01 00  96 10.1 11.9  1.76  6.67  4.60 999 1010.5   6.1   6.9 999.0 99.0 99.00
2007 10 09 02 00  94  9.3 10.6  2.00  7.14  5.03 999 1010.1   6.0   6.8 999.0 99.0 99.00
