YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2005 06 29 05 00 999 99.0 99.0  1.29  5.56  4.82 999 1018.0   7.4   7.5   6.4 99.0 99.00
2005 06 29 06 00 999 99.0 99.0  1.32  5.88  4.98 999 1017.7   7.0   7.5   6.7 99.0 99.00
2005 06 29 07 00 999 99.0 99.0  1.31  5.88  5.07 999 1017.6   6.8   7.5   6.4 99.0 99.00
2005 06 29 08 00 999 99.0 99.0  1.39  5.56  5.07 999 1017.3   6.8   7.4   6.6 99.0 99.00
2005 06 29 09 00 999 99.0 99.0  1.35  5.88  5.20 999 1017.3   6.8   7.4   6.7 99.0 99.00
2005 06 29 10 00 999 99.0 99.0  1.25  6.25  5.13 999 1016.8   6.7   7.3   6.7 99.0 99.00
2005 06 29 11 00 999 99.0 99.0  1.23  5.88  5.07 999 1016.6   6.8   7.3   6.7 99.0 99.00
2005 06 29 12 00 999 99.0 99.0  1.21  5.88  5.11 999 1016.4   6.6   7.2   6.5 99.0 99.00
2005 06 29 13 00 999 99.0 99.0  1.19  5.88  5.04 999 1016.3   6.7   7.2   6.7 99.0 99.00
2005 06 29 14 00 999 99.0 99.0  1.24  6.25  5.22 999 1016.3   6.8   7.1   6.7 99.0 99.00
2005 06 29 15 00 999 99.0 99.0  1.20  5.88  5.09 999 1016.1   6.9   7.1   6.8 99.0 99.00
2005 06 29 16 00 999 99.0 99.0  1.14  5.56  5.03 999 1016.1   6.8   7.2   6.7 99.0 99.00
2005 06 29 17 00 999 99.0 99.0  1.27  5.88  4.99 999 1016.3   6.8   7.3   6.7 99.0 99.00
2005 06 29 18 00 999 99.0 99.0  1.27  6.25  5.00 999 1016.7   6.9   7.3   6.5 99.0 99.00
2005 06 29 19 00 999 99.0 99.0  1.23  5.56  4.86 999 1016.8   6.9   7.3   6.2 99.0 99.00
2005 06 29 20 00 999 99.0 99.0  1.14  6.25  4.82 999 1017.2   6.9   7.3   6.0 99.0 99.00
2005 06 29 21 00 999 99.0 99.0  1.17  6.25  4.89 999 1017.5   6.9   7.3   6.1 99.0 99.00
2005 06 29 22 00 999 99.0 99.0  1.11  5.88  5.02 999 1017.6   7.1   7.3   5.9 99.0 99.00
2005 06 29 23 00 999 99.0 99.0  1.16  6.25  5.14 999 1017.8   7.1   7.3   5.9 99.0 99.00
2005 06 30 00 00 999 99.0 99.0  1.09  6.25  5.05 999 1017.9   7.1   7.2   5.9 99.0 99.00
2005 06 30 01 00 999 99.0 99.0  1.02  5.88  4.95 999 1018.2   7.3   7.3   6.1 99.0 99.00
2005 06 30 02 00 999 99.0 99.0  0.94  5.56  4.93 999 1018.2   7.2   7.3   6.4 99.0 99.00
2005 06 30 03 00 999 99.0 99.0  0.88  5.56  4.95 999 1018.0   7.3   7.3   6.3 99.0 99.00
2005 06 30 04 00 999 99.0 99.0  0.88  5.88  4.96 999 1018.2   7.2   7.3   6.2 99.0 99.00
2005 06 30 05 00 999 99.0 99.0  0.88  5.56  4.92 999 1018.3   7.2   7.3   5.9 99.0 99.00
2005 06 30 06 00 999 99.0 99.0  0.84  5.26  4.96 999 1018.2   7.0   7.3   5.9 99.0 99.00
2005 06 30 07 00 999 99.0 99.0  0.77 14.81  5.03 999 1018.6   6.9   7.3   6.3 99.0 99.00
2005 06 30 08 00 999 99.0 99.0  0.76  5.00  5.14 999 1018.7   7.0   7.3   6.1 99.0 99.00
2005 06 30 09 00 999 99.0 99.0  0.75 13.79  5.32 999 1019.1   6.7   7.3   5.5 99.0 99.00
2005 06 30 10 00 999 99.0 99.0  0.74  8.33  5.23 999 1019.3   6.7   7.4   5.2 99.0 99.00
2005 06 30 11 00 999 99.0 99.0  0.68  7.69  5.32 999 1019.4   6.5   7.4   5.0 99.0 99.00
2005 06 30 12 00 999 99.0 99.0  0.68 14.81  5.56 999 1019.3   6.3   7.4   5.1 99.0 99.00
2005 06 30 13 00 999 99.0 99.0  0.65 14.81  5.38 999 1019.1   5.9   7.4   5.1 99.0 99.00
2005 06 30 14 00 999 99.0 99.0  0.67 13.79  5.28 999 1019.3   5.9   7.4   5.1 99.0 99.00
2005 06 30 15 00 999 99.0 99.0  0.63 17.39  5.57 999 1019.3   5.8   7.4   5.0 99.0 99.00
2005 06 30 16 00 999 99.0 99.0  0.65 14.81  5.77 999 1019.6   5.8   7.4   4.9 99.0 99.00
2005 06 30 17 00 999 99.0 99.0  0.57 16.00  5.81 999 1019.1   5.6   7.4   4.7 99.0 99.00
2005 06 30 18 00 999 99.0 99.0  0.54 16.00  5.63 999 1019.4   5.6   7.4   4.9 99.0 99.00
2005 06 30 19 00 999 99.0 99.0  0.53 14.81  6.09 999 1019.4   5.7   7.4   5.0 99.0 99.00
2005 06 30 20 00 999 99.0 99.0  0.53 14.81  6.60 999 1019.5   5.9   7.4   5.1 99.0 99.00
2005 06 30 21 00 999 99.0 99.0  0.48 14.81  6.64 999 1019.3   6.0   7.3   5.0 99.0 99.00
2005 06 30 22 00 999 99.0 99.0  0.48 14.81  6.35 999 1019.0   6.2   7.3   4.7 99.0 99.00
2005 06 30 23 00 999 99.0 99.0  0.50 16.00  5.77 999 1019.5   6.3   7.4   5.3 99.0 99.00
2005 07 01 00 00 999 99.0 99.0  0.47 14.81  4.73 999 1019.3   6.5   7.4   4.9 99.0 99.00
2005 07 01 01 00 999 99.0 99.0  0.47 16.00  5.07 999 1019.1   6.6   7.5   5.1 99.0 99.00
2005 07 01 02 00 999 99.0 99.0  0.47 16.00  4.80 999 1018.7   6.7   7.6   4.8 99.0 99.00
2005 07 01 03 00 999 99.0 99.0  0.48 16.00  4.87 999 1018.3   6.6   7.6   5.4 99.0 99.00
2005 07 01 04 00 999 99.0 99.0  0.51 13.79  4.93 999 1017.9   6.6   7.5   5.3 99.0 99.00
2005 07 01 05 00 999 99.0 99.0  0.50 16.00  4.86 999 1017.6   6.6   7.5   5.6 99.0 99.00
2005 07 01 06 00 999 99.0 99.0  0.56 16.00  4.39 999 1017.2   7.0   7.5   5.4 99.0 99.00
2005 07 01 07 00 999 99.0 99.0  0.68  3.70  4.04 999 1017.5   7.3   7.5   5.5 99.0 99.00
2005 07 01 08 00 999 99.0 99.0  0.85  4.17  3.99 999 1017.5   6.9   7.5   5.3 99.0 99.00
2005 07 01 09 00 999 99.0 99.0  0.95  4.55  4.14 999 1016.8   6.8   7.5   5.5 99.0 99.00
2005 07 01 10 00 999 99.0 99.0  0.99  4.55  4.18 999 1016.3   6.7   7.5   5.5 99.0 99.00
2005 07 01 11 00 999 99.0 99.0  1.11  4.55  4.30 999 1016.0   6.8   7.5   5.4 99.0 99.00
2005 07 01 12 00 999 99.0 99.0  1.17  4.55  4.17 999 1015.3   6.8   7.4   5.6 99.0 99.00
2005 07 01 13 00 999 99.0 99.0  1.29  5.00  4.30 999 1014.6   7.0   7.4   5.5 99.0 99.00
2005 07 01 14 00 999 99.0 99.0  1.30  5.56  4.43 999 1014.4   6.8   7.3   5.3 99.0 99.00
2005 07 01 15 00 999 99.0 99.0  1.50  5.56  4.74 999 1013.5   6.8   7.2   5.7 99.0 99.00
2005 07 01 16 00 999 99.0 99.0  1.52  5.26  4.84 999 1013.1   6.9   7.2   5.8 99.0 99.00
2005 07 01 17 00 999 99.0 99.0  1.80  5.88  5.11 999 1012.6   7.0   7.2   6.1 99.0 99.00
2005 07 01 18 00 999 99.0 99.0  1.77  5.88  5.07 999 1012.1   7.2   7.2   6.4 99.0 99.00
2005 07 01 19 00 999 99.0 99.0  1.79  6.25  5.16 999 1012.0   7.2   7.1   6.6 99.0 99.00
2005 07 01 20 00 999 99.0 99.0  2.00  6.25  5.21 999 1011.8   7.2   7.1   6.6 99.0 99.00
2005 07 01 21 00 999 99.0 99.0  1.96  6.67  5.44 999 1011.2   7.4   7.1   6.8 99.0 99.00
2005 07 01 22 00 999 99.0 99.0  1.89  6.25  5.11 999 1010.9   7.6   7.1   6.6 99.0 99.00
2005 07 01 23 00 999 99.0 99.0  2.11  7.14  5.08 999 1009.7   7.7   7.1   6.6 99.0 99.00
2005 07 02 00 00 999 99.0 99.0  2.08  6.67  4.90 999 1009.2   7.6   7.1   6.8 99.0 99.00
2005 07 02 01 00 999 99.0 99.0  2.05  7.14  5.12 999 1008.4   7.6   7.0   7.0 99.0 99.00
2005 07 02 02 00 999 99.0 99.0  2.09  7.14  5.30 999 1008.3   7.6   7.0   6.9 99.0 99.00
2005 07 02 03 00 999 99.0 99.0  2.25  6.67  5.47 999 1007.9   7.7   6.9   7.1 99.0 99.00
2005 07 02 04 00 999 99.0 99.0  2.57  7.14  5.83 999 1007.4   7.7   6.9   7.2 99.0 99.00
2005 07 02 05 00 999 99.0 99.0  2.44  7.14  5.67 999 1007.2   7.5   7.0   7.3 99.0 99.00
2005 07 02 06 00 999 99.0 99.0  2.51  7.14  5.76 999 1006.8   7.4   7.0   7.3 99.0 99.00
2005 07 02 07 00 999 99.0 99.0  2.50  7.69  5.90 999 1006.6   7.3   6.9   7.3 99.0 99.00
2005 07 02 08 00 999 99.0 99.0  2.42  7.14  5.99 999 1006.2   7.3   6.9   7.3 99.0 99.00
2005 07 02 09 00 999 99.0 99.0  2.39  7.69  5.83 999 1006.2   7.4   6.9   7.3 99.0 99.00
2005 07 02 10 00 999 99.0 99.0  2.59  7.69  6.11 999 1005.8   7.4   6.9   7.3 99.0 99.00
2005 07 02 11 00 999 99.0 99.0  2.51  7.69  5.67 999 1004.9   7.4   6.9   7.4 99.0 99.00
2005 07 02 12 00 999 99.0 99.0  2.40  7.69  5.39 999 1004.8   7.4   6.9   7.3 99.0 99.00
2005 07 02 13 00 999 99.0 99.0  2.52  7.14  5.79 999 1004.9   7.4   6.8   7.3 99.0 99.00
2005 07 02 14 00 999 99.0 99.0  2.59  7.69  5.96 999 1004.6   7.4   6.8   7.3 99.0 99.00
2005 07 02 15 00 999 99.0 99.0  2.24  7.14  5.58 999 1004.6   7.4   6.8   7.3 99.0 99.00
2005 07 02 16 00 999 99.0 99.0  2.29  7.14  5.84 999 1004.6   7.4   6.8   7.3 99.0 99.00
2005 07 02 17 00 999 99.0 99.0  2.18  7.14  5.77 999 1004.9   7.4   6.8   7.4 99.0 99.00
2005 07 02 18 00 999 99.0 99.0  2.07 10.81  5.78 999 1004.6   7.4   6.8   7.4 99.0 99.00
2005 07 02 19 00 999 99.0 99.0  2.04  7.14  5.71 999 1004.6   7.5   6.9   7.4 99.0 99.00
2005 07 02 20 00 999 99.0 99.0  2.14  7.14  5.79 999 1004.8   7.5   6.9   7.4 99.0 99.00
2005 07 02 21 00 999 99.0 99.0  2.03  7.14  5.64 999 1005.1   7.7   6.9   7.5 99.0 99.00
2005 07 02 22 00 999 99.0 99.0  2.13  6.67  5.61 999 1005.0   7.7   6.9   7.5 99.0 99.00
2005 07 02 23 00 999 99.0 99.0  2.06  5.88  5.41 999 1006.1   7.8   6.9   7.3 99.0 99.00
2005 07 03 00 00 999 99.0 99.0  1.90  6.67  5.22 999 1006.1   7.8   6.9   7.2 99.0 99.00
2005 07 03 01 00 999 99.0 99.0  2.04  6.25  5.22 999 1006.4   7.9   6.9   7.1 99.0 99.00
2005 07 03 02 00 999 99.0 99.0  1.90  5.88  5.08 999 1006.8   7.9   6.9   7.2 99.0 99.00
2005 07 03 03 00 999 99.0 99.0  1.90  5.88  5.39 999 1007.0   7.7   6.9   7.4 99.0 99.00
2005 07 03 04 00 999 99.0 99.0  1.79  6.67  5.55 999 1007.5   7.9   6.9   7.0 99.0 99.00
2005 07 03 05 00 999 99.0 99.0  1.74  6.67  5.50 999 1007.9   7.9   6.9   7.1 99.0 99.00
2005 07 03 06 00 999 99.0 99.0  1.76  6.67  5.52 999 1008.3   7.9   7.0   6.7 99.0 99.00
2005 07 03 07 00 999 99.0 99.0  1.72  6.25  5.56 999 1008.9   7.9   7.0   6.5 99.0 99.00
2005 07 03 08 00 999 99.0 99.0  1.62  6.25  5.53 999 1009.6   7.6   7.0   6.3 99.0 99.00
2005 07 03 09 00 999 99.0 99.0  1.69  6.25  5.57 999 1010.2   7.3   7.0   6.0 99.0 99.00
2005 07 03 10 00 999 99.0 99.0  1.75  6.67  5.62 999 1010.4   7.0   7.0   6.5 99.0 99.00
2005 07 03 11 00 999 99.0 99.0  1.56  6.25  5.52 999 1010.7   6.9   7.0   6.6 99.0 99.00
2005 07 03 12 00 999 99.0 99.0  1.52  6.67  5.21 999 1011.0   6.9   7.0   6.6 99.0 99.00
2005 07 03 13 00 999 99.0 99.0  1.48  5.56  5.15 999 1011.1   7.1   7.0   6.8 99.0 99.00
2005 07 03 14 00 999 99.0 99.0  1.43  6.25  5.38 999 1011.3   7.0   7.0   6.6 99.0 99.00
2005 07 03 15 00 999 99.0 99.0  1.42 11.43  5.45 999 1011.5   6.9   7.0   6.6 99.0 99.00
2005 07 03 16 00 999 99.0 99.0  1.38 10.81  5.45 999 1011.8   6.6   7.0   5.8 99.0 99.00
2005 07 03 17 00 999 99.0 99.0  1.37 10.00  5.57 999 1012.1   6.7   7.0   5.0 99.0 99.00
2005 07 03 18 00 999 99.0 99.0  1.40 10.81  5.90 999 1012.4   7.2   7.0   5.1 99.0 99.00
2005 07 03 19 00 999 99.0 99.0 99.00 99.00 99.00 999 1012.7   7.4   7.0   5.3 99.0 99.00
2005 07 03 20 00 999 99.0 99.0  1.42 10.81  6.00 999 1013.2   7.3   7.0   5.6 99.0 99.00
2005 07 03 21 00 999 99.0 99.0  1.43 10.00  5.63 999 1013.1   7.6   7.1   5.7 99.0 99.00
2005 07 03 22 00 999 99.0 99.0  1.50 10.81  5.86 999 1013.1   7.8   7.1   5.9 99.0 99.00
2005 07 03 23 00 999 99.0 99.0  1.64  5.56  5.89 999 1013.1   8.0   7.2   6.3 99.0 99.00
2005 07 04 00 00 999 99.0 99.0  1.56 10.00  6.11 999 1013.2   7.3   7.2   6.2 99.0 99.00
2005 07 04 01 00 999 99.0 99.0  1.59 10.00  6.16 999 1013.3   7.2   7.3   6.0 99.0 99.00
2005 07 04 02 00 999 99.0 99.0  1.35 10.81  5.76 999 1013.2   6.8   7.3   5.6 99.0 99.00
2005 07 04 03 00 999 99.0 99.0  1.39 10.00  6.02 999 1012.9   6.2   7.3   5.4 99.0 99.00
2005 07 04 04 00 999 99.0 99.0  1.33 10.00  6.18 999 1012.9   6.1   7.3   5.8 99.0 99.00
2005 07 04 05 00 999 99.0 99.0  1.48 10.00  6.49 999 1012.8   5.8   7.4   5.7 99.0 99.00
2005 07 04 06 00 999 99.0 99.0  1.28 10.81  6.21 999 1012.6   5.6   7.4   5.6 99.0 99.00
2005 07 04 07 00 999 99.0 99.0  1.21 10.00  5.86 999 1012.2   5.6   7.3   5.5 99.0 99.00
2005 07 04 08 00 999 99.0 99.0  1.28 10.00  5.86 999 1012.2   6.3   7.3   6.2 99.0 99.00
2005 07 04 09 00 999 99.0 99.0  1.30 10.00  5.98 999 1012.2   5.7   7.2   5.6 99.0 99.00
2005 07 04 10 00 999 99.0 99.0  1.27 10.00  5.92 999 1012.1   5.5   7.2   5.4 99.0 99.00
2005 07 04 11 00 999 99.0 99.0  1.21 10.00  5.73 999 1012.1   5.0   7.2   5.0 99.0 99.00
2005 07 04 12 00 999 99.0 99.0  1.29  9.09  5.89 999 1011.8   4.9   7.2   4.8 99.0 99.00
2005 07 04 13 00 999 99.0 99.0  1.21 10.00  5.65 999 1011.4   4.9   7.2   4.9 99.0 99.00
2005 07 04 14 00 999 99.0 99.0  1.32 10.00  6.13 999 1011.3   5.0   7.1   5.0 99.0 99.00
2005 07 04 15 00 999 99.0 99.0  1.21 10.00  6.10 999 1010.7   5.3   7.1   5.2 99.0 99.00
2005 07 04 16 00 999 99.0 99.0  1.10 10.00  5.59 999 1010.6   5.1   7.1   5.0 99.0 99.00
2005 07 04 17 00 999 99.0 99.0  1.20  9.09  6.05 999 1010.7   5.1   7.1   5.1 99.0 99.00
2005 07 04 18 00 999 99.0 99.0  1.19  9.09  6.17 999 1010.8   5.1   7.1   5.1 99.0 99.00
2005 07 04 19 00 999 99.0 99.0  1.12  9.09  5.92 999 1011.0   5.2   7.2   5.1 99.0 99.00
2005 07 04 20 00 999 99.0 99.0  1.11  9.09  5.68 999 1011.1   5.6   7.2   5.5 99.0 99.00
2005 07 04 21 00 999 99.0 99.0  1.09  9.09  5.65 999 1010.9   5.5   7.2   5.5 99.0 99.00
2005 07 04 22 00 999 99.0 99.0  1.08  9.09  5.63 999 1011.1   5.8   7.2   5.6 99.0 99.00
2005 07 04 23 00 999 99.0 99.0  0.99  9.09  5.42 999 1011.1   6.3   7.3   5.8 99.0 99.00
2005 07 05 00 00 999 99.0 99.0  1.00  9.09  5.01 999 1011.1   6.5   7.4   5.9 99.0 99.00
2005 07 05 01 00 999 99.0 99.0  1.02  8.33  5.55 999 1011.2   7.2   7.5   5.8 99.0 99.00
2005 07 05 02 00 999 99.0 99.0  0.99  8.33  5.52 999 1010.9   8.5   7.9   6.1 99.0 99.00
2005 07 05 03 00 999 99.0 99.0  0.92  8.33  5.72 999 1010.8   7.9   8.5   5.5 99.0 99.00
2005 07 05 04 00 999 99.0 99.0  0.84  7.69  5.82 999 1010.8   6.8   8.9   5.2 99.0 99.00
2005 07 05 05 00 999 99.0 99.0  0.84  7.69  5.91 999 1010.7   7.0   9.3   5.8 99.0 99.00
2005 07 05 06 00 999 99.0 99.0  0.87  7.69  5.88 999 1010.7   7.5   9.2   5.9 99.0 99.00
2005 07 05 07 00 999 99.0 99.0  0.87  8.33  5.61 999 1010.9   7.5   7.9   5.1 99.0 99.00
2005 07 05 08 00 999 99.0 99.0  0.85  5.00  5.47 999 1011.1   7.4   7.6   5.4 99.0 99.00
2005 07 05 09 00 999 99.0 99.0  0.90  8.33  5.76 999 1011.4   7.4   7.5   5.1 99.0 99.00
2005 07 05 10 00 999 99.0 99.0  0.79  7.14  5.57 999 1011.6   7.3   7.5   5.3 99.0 99.00
2005 07 05 11 00 999 99.0 99.0  0.79  8.33  5.65 999 1011.7   7.1   7.4   5.6 99.0 99.00
2005 07 05 12 00 999 99.0 99.0  0.77  8.33  5.52 999 1011.7   7.6   7.4   5.8 99.0 99.00
2005 07 05 13 00 999 99.0 99.0  0.76  7.14  5.32 999 1011.3   7.6   7.4   6.2 99.0 99.00
2005 07 05 14 00 999 99.0 99.0  0.79  8.33  5.52 999 1011.1   7.5   7.4   6.6 99.0 99.00
2005 07 05 15 00 999 99.0 99.0  0.75  8.33  5.59 999 1010.9   7.1   7.4   7.0 99.0 99.00
2005 07 05 16 00 999 99.0 99.0  0.74  8.33  5.34 999 1010.9   6.5   7.3   6.4 99.0 99.00
2005 07 05 17 00 999 99.0 99.0  0.75  6.67  5.37 999 1011.2   7.5   7.3   7.2 99.0 99.00
2005 07 05 18 00 999 99.0 99.0  0.78  6.25  5.64 999 1011.4   7.6   7.3   6.1 99.0 99.00
2005 07 05 19 00 999 99.0 99.0  0.75  7.69  5.60 999 1011.5   7.8   7.3   6.2 99.0 99.00
2005 07 05 20 00 999 99.0 99.0  0.84  6.25  5.67 999 1011.7   7.2   7.3   5.7 99.0 99.00
2005 07 05 21 00 999 99.0 99.0  0.77  7.14  5.61 999 1012.0   7.8   7.4   5.9 99.0 99.00
2005 07 05 22 00 999 99.0 99.0  0.86  6.67  5.66 999 1012.2   8.1   7.5   6.2 99.0 99.00
2005 07 05 23 00 999 99.0 99.0  0.80  7.69  5.50 999 1012.0   8.1   7.6   6.3 99.0 99.00
2005 07 06 00 00 999 99.0 99.0  0.80  7.69  5.56 999 1012.1   8.3   7.6   6.2 99.0 99.00
2005 07 06 01 00 999 99.0 99.0  0.83  7.14  5.25 999 1012.0   8.4   7.7   6.3 99.0 99.00
2005 07 06 02 00 999 99.0 99.0  0.91  7.14  4.43 999 1012.1   8.1   7.8   6.0 99.0 99.00
2005 07 06 03 00 999 99.0 99.0  0.93  6.67  4.78 999 1012.1   8.3   7.8   6.6 99.0 99.00
2005 07 06 04 00 999 99.0 99.0  0.92  6.67  4.84 999 1011.9   8.2   7.8   6.5 99.0 99.00
2005 07 06 05 00 999 99.0 99.0  0.83  7.14  4.79 999 1011.9   8.0   7.8   6.9 99.0 99.00
2005 07 06 06 00 999 99.0 99.0  0.80  7.69  5.03 999 1011.9   7.2   7.8   6.9 99.0 99.00
2005 07 06 07 00 999 99.0 99.0  0.77  7.69  5.17 999 1012.1   8.2   7.8   7.7 99.0 99.00
2005 07 06 08 00 999 99.0 99.0  0.85  7.14  5.14 999 1012.2   8.0   8.0   7.3 99.0 99.00
2005 07 06 09 00 999 99.0 99.0  0.83  6.67  5.03 999 1012.7   7.7   8.0   7.0 99.0 99.00
2005 07 06 10 00 999 99.0 99.0  0.85  6.67  4.90 999 1012.8   7.4   7.9   6.4 99.0 99.00
2005 07 06 11 00 999 99.0 99.0  0.80  7.69  4.71 999 1012.9   7.5   7.8   6.7 99.0 99.00
2005 07 06 12 00 999 99.0 99.0  0.74  6.25  4.21 999 1013.2   7.4   7.7   6.9 99.0 99.00
2005 07 06 13 00 999 99.0 99.0  0.71  6.67  4.25 999 1013.1   7.4   7.6   7.0 99.0 99.00
2005 07 06 14 00 999 99.0 99.0  0.73  7.14  4.44 999 1013.0   7.3   7.6   6.8 99.0 99.00
2005 07 06 15 00 999 99.0 99.0  0.61 11.43  4.65 999 1012.9   7.2   7.6   6.5 99.0 99.00
2005 07 06 16 00 999 99.0 99.0  0.60 11.43  4.80 999 1012.7   7.4   7.6   6.5 99.0 99.00
2005 07 06 17 00 999 99.0 99.0  0.61  7.14  5.00 999 1012.8   7.8   7.6   6.7 99.0 99.00
2005 07 06 18 00 999 99.0 99.0  0.59 11.43  4.69 999 1013.0   8.2   7.8   6.8 99.0 99.00
2005 07 06 19 00 999 99.0 99.0  0.65 10.81  4.50 999 1012.8   8.1   7.9   6.8 99.0 99.00
2005 07 06 20 00 999 99.0 99.0  0.79 10.81  4.23 999 1012.7   8.1   7.9   6.6 99.0 99.00
2005 07 06 21 00 999 99.0 99.0  0.83 10.81  3.81 999 1012.7   7.6   8.0   6.1 99.0 99.00
2005 07 06 22 00 999 99.0 99.0  1.01  4.55  3.92 999 1012.7   7.5   7.8   5.9 99.0 99.00
2005 07 06 23 00 999 99.0 99.0  1.17  5.00  3.84 999 1013.0   7.2   7.7   5.5 99.0 99.00
2005 07 07 00 00 999 99.0 99.0  1.24  4.76  4.05 999 1012.9   7.1   7.8   5.5 99.0 99.00
2005 07 07 01 00 999 99.0 99.0  1.28  4.55  4.15 999 1012.5   7.3   7.7   5.5 99.0 99.00
2005 07 07 02 00 999 99.0 99.0  1.26  5.88  4.37 999 1012.2   7.3   7.8   5.7 99.0 99.00
2005 07 07 03 00 999 99.0 99.0  1.23  5.56  4.72 999 1012.4   7.6   7.8   5.9 99.0 99.00
2005 07 07 04 00 999 99.0 99.0  1.31  6.25  4.81 999 1012.3   7.7   7.8   6.0 99.0 99.00
2005 07 07 05 00 999 99.0 99.0  1.42  6.67  5.03 999 1011.9   7.4   7.7   5.6 99.0 99.00
2005 07 07 06 00 999 99.0 99.0  1.43  6.67  5.08 999 1011.5   7.5   7.8   5.7 99.0 99.00
2005 07 07 07 00 999 99.0 99.0  1.46  6.67  4.97 999 1010.9   7.6   7.8   5.9 99.0 99.00
2005 07 07 08 00 999 99.0 99.0  1.30  6.25  4.80 999 1011.0   7.3   7.8   6.0 99.0 99.00
2005 07 07 09 00 999 99.0 99.0  1.23  6.25  4.72 999 1010.6   7.4   7.7   6.3 99.0 99.00
2005 07 07 10 00 999 99.0 99.0  1.13  6.25  4.49 999 1010.7   7.4   7.7   6.4 99.0 99.00
2005 07 07 11 00 999 99.0 99.0  1.12  6.67  4.45 999 1010.7   7.4   7.7   6.5 99.0 99.00
2005 07 07 12 00 999 99.0 99.0  1.12  6.67  4.64 999 1010.8   6.9   7.7   5.7 99.0 99.00
2005 07 07 13 00 999 99.0 99.0  1.20  6.67  4.70 999 1010.4   6.6   7.7   5.3 99.0 99.00
2005 07 07 14 00 999 99.0 99.0  1.19  6.25  4.77 999 1010.1   6.5   7.7   5.3 99.0 99.00
2005 07 07 15 00 999 99.0 99.0  1.13  5.88  4.82 999 1009.7   6.7   7.7   5.5 99.0 99.00
2005 07 07 16 00 999 99.0 99.0  1.12  6.25  4.92 999 1009.3   6.8   7.7   5.5 99.0 99.00
2005 07 07 17 00 999 99.0 99.0  1.03  5.88  4.83 999 1009.0   6.9   7.7   5.3 99.0 99.00
2005 07 07 18 00 999 99.0 99.0  1.02  5.88  4.74 999 1008.4   7.0   7.7   5.4 99.0 99.00
2005 07 07 19 00 999 99.0 99.0  0.97  5.88  4.78 999 1008.2   7.2   7.7   5.5 99.0 99.00
2005 07 07 20 00 999 99.0 99.0  0.97  5.56  4.33 999 1008.3   7.2   7.7   5.5 99.0 99.00
2005 07 07 21 00 999 99.0 99.0  0.93  5.88  4.09 999 1008.1   7.2   7.7   6.1 99.0 99.00
2005 07 07 22 00 999 99.0 99.0  0.93  4.17  4.08 999 1007.8   7.4   7.7   6.3 99.0 99.00
2005 07 07 23 00 999 99.0 99.0  0.89  7.69  4.26 999 1007.9   7.6   7.7   6.5 99.0 99.00
2005 07 08 00 00 999 99.0 99.0  0.93  4.55  4.35 999 1008.0   7.8   7.7   6.7 99.0 99.00
2005 07 08 01 00 999 99.0 99.0  1.09  4.55  4.74 999 1007.7   8.1   7.8   7.0 99.0 99.00
2005 07 08 02 00 999 99.0 99.0  1.14  5.26  5.00 999 1007.6   8.2   7.8   7.1 99.0 99.00
2005 07 08 03 00 999 99.0 99.0  1.25  5.56  5.13 999 1007.5   8.5   7.8   6.6 99.0 99.00
2005 07 08 04 00 999 99.0 99.0  1.23  5.88  5.10 999 1007.3   8.6   7.8   6.5 99.0 99.00
2005 07 08 05 00 999 99.0 99.0  1.28  5.88  5.35 999 1007.2   8.5   7.9   6.7 99.0 99.00
2005 07 08 06 00 999 99.0 99.0  1.44  7.14  5.45 999 1007.2   8.6   7.8   5.4 99.0 99.00
2005 07 08 07 00 999 99.0 99.0  1.44  6.67  5.33 999 1007.6   8.5   7.9   5.3 99.0 99.00
2005 07 08 08 00 999 99.0 99.0  1.33  6.25  5.24 999 1008.1   8.5   7.8   5.9 99.0 99.00
2005 07 08 09 00 999 99.0 99.0  1.14  7.69  4.88 999 1008.5   8.4   7.9   6.5 99.0 99.00
2005 07 08 10 00 999 99.0 99.0  1.21  7.14  5.14 999 1009.0   8.3   7.9   6.3 99.0 99.00
2005 07 08 11 00 999 99.0 99.0  1.07  6.67  5.00 999 1009.2   8.3   7.8   5.9 99.0 99.00
2005 07 08 12 00 999 99.0 99.0  1.17  7.69  5.50 999 1009.5   8.3   7.8   5.7 99.0 99.00
2005 07 08 13 00 999 99.0 99.0  1.20  7.14  5.70 999 1009.8   8.2   7.8   5.8 99.0 99.00
2005 07 08 14 00 999 99.0 99.0  1.26  7.69  5.92 999 1009.9   8.1   7.9   5.6 99.0 99.00
2005 07 08 15 00 999 99.0 99.0  1.33  6.67  5.76 999 1010.2   8.0   7.9   5.6 99.0 99.00
2005 07 08 16 00 999 99.0 99.0  1.36  7.69  5.83 999 1010.8   8.0   7.9   5.6 99.0 99.00
2005 07 08 17 00 999 99.0 99.0  1.55  7.14  5.80 999 1011.1   7.9   7.9   5.6 99.0 99.00
2005 07 08 18 00 999 99.0 99.0  1.47  7.69  5.84 999 1011.6   7.8   7.9   5.3 99.0 99.00
2005 07 08 19 00 999 99.0 99.0  1.45  6.67  5.65 999 1011.9   7.8   7.9   5.5 99.0 99.00
2005 07 08 20 00 999 99.0 99.0  1.33  7.14  5.83 999 1012.4   8.2   7.9   5.6 99.0 99.00
