YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2001 01 07 06  13 12.2 17.1  5.50 12.50  8.56 999  999.4  -6.1   2.4 999.0 99.0 99.00
2001 01 07 07  11 13.0 16.4  5.99 12.50  8.84 999  998.9  -5.6   2.4 999.0 99.0 99.00
2001 01 07 08   8 14.0 18.5  6.03 12.50  8.69 999  998.3  -6.0   2.4 999.0 99.0 99.00
2001 01 07 09  16 13.3 17.9  5.66 11.11  8.55 999  997.9  -6.1   2.4 999.0 99.0 99.00
2001 01 07 10  12 14.0 17.5  5.98 12.50  8.74 999  997.2  -5.7   2.4 999.0 99.0 99.00
2001 01 07 11   5 13.0 17.2  5.84 12.50  8.72 999  997.1  -7.0   2.4 999.0 99.0 99.00
2001 01 07 12   4 13.2 19.2  6.13 12.50  8.99 999  996.0  -6.2   2.4 999.0 99.0 99.00
2001 01 07 13  11 12.9 16.9  5.65 12.50  8.62 999  995.6  -6.4   2.4 999.0 99.0 99.00
2001 01 07 14   8 13.2 18.4  5.52 12.50  8.55 999  995.0  -5.8   2.4 999.0 99.0 99.00
2001 01 07 15   5 13.9 17.5  7.08 12.50  9.30 999  994.5 999.0   2.4 999.0 99.0 99.00
2001 01 07 16 358 14.3 20.1 99.00 99.00 99.00 999  994.1  -6.4   2.4 999.0 99.0 99.00
2001 01 07 17   3 13.2 17.6  6.36 12.50  9.11 999  993.5  -6.5   2.4 999.0 99.0 99.00
2001 01 07 18 360 13.9 18.1 99.00 99.00 99.00 999  992.9  -5.6 999.0 999.0 99.0 99.00
2001 01 07 19  22 14.9 19.1  5.87 12.50  8.83 999  992.5  -5.9   2.4 999.0 99.0 99.00
2001 01 07 20  16 14.5 20.0  7.54 12.50  9.87 999  992.0  -5.5   2.4 999.0 99.0 99.00
2001 01 07 21   2 15.3 21.4  6.73 12.50  9.25 999  991.9  -5.5   2.4 999.0 99.0 99.00
2001 01 07 22  11 14.5 18.2  6.70 12.50  9.27 999  991.4  -5.8   2.4 999.0 99.0 99.00
2001 01 07 23   4 13.3 19.0  6.75 12.50  9.38 999  991.7  -6.3   2.4 999.0 99.0 99.00
2001 01 08 00 356 15.2 99.0 99.00 99.00 99.00 999 9999.0  -6.0 999.0 999.0 99.0 99.00
2001 01 08 01 356 17.4 22.2  7.17 14.29  9.49 999  990.8  -6.2   2.4 999.0 99.0 99.00
2001 01 08 02 342 14.5 19.0  7.34 12.50  9.34 999  990.5  -6.0   2.4 999.0 99.0 99.00
2001 01 08 03 354 14.3 18.8  6.84 12.50  9.12 999  990.5  -6.6   2.4 999.0 99.0 99.00
2001 01 08 04 348 15.8 19.2  7.29 12.50  9.49 999  990.8  -6.1   2.5 999.0 99.0 99.00
2001 01 08 05 336 14.2 18.7  6.73 12.50  9.39 999  991.1  -7.7   2.5 999.0 99.0 99.00
2001 01 08 06 344 13.4 18.5 99.00 99.00 99.00 999  991.2  -7.2   2.5 999.0 99.0 99.00
2001 01 08 07 335 13.0 17.1  6.86 12.50  9.61 999  991.1  -7.2   2.5 999.0 99.0 99.00
2001 01 08 08 336 14.7 18.9  6.05 12.50  8.99 999  991.0  -7.2   2.5 999.0 99.0 99.00
2001 01 08 09 337 14.4 17.8  5.20 12.50  8.43 999  991.0  -7.4   2.5 999.0 99.0 99.00
2001 01 08 10 330 14.4 17.7 99.00 99.00 99.00 999  991.0  -7.8   2.5 999.0 99.0 99.00
2001 01 08 11 325 11.3 14.5  5.55 12.50  8.73 999  990.6  -6.9   2.4 999.0 99.0 99.00
2001 01 08 12 315  9.9 13.3  5.34 12.50  8.88 999  990.6  -8.0   2.4 999.0 99.0 99.00
2001 01 08 13 336  9.2 13.5  5.38 12.50  8.93 999  990.4  -7.7   2.4 999.0 99.0 99.00
2001 01 08 14 339 10.9 13.9  4.74 12.50  8.48 999  990.2  -7.4   2.4 999.0 99.0 99.00
2001 01 08 15 345 12.2 14.6  4.82 11.11  8.31 999  990.2  -7.3   2.4 999.0 99.0 99.00
2001 01 08 16 333 11.6 14.5  4.93 12.50  8.32 999  990.5  -7.5   2.4 999.0 99.0 99.00
2001 01 08 17 330 11.5 14.2  4.79 11.11  8.13 999  990.8  -7.8   2.4 999.0 99.0 99.00
2001 01 08 18 327  9.8 12.5  4.66 11.11  8.18 999  991.0  -7.8   2.4 999.0 99.0 99.00
2001 01 08 19 335  9.5 12.2  4.48 10.00  7.83 999  991.0  -7.8   2.3 999.0 99.0 99.00
2001 01 08 20 315 10.2 13.0  4.31 12.50  8.16 999  991.1  -7.4   2.3 999.0 99.0 99.00
2001 01 08 21 317  8.2 10.2  4.27 11.11  8.17 999  991.1  -6.6   2.3 999.0 99.0 99.00
2001 01 08 22 313  8.7 11.6  3.82 11.11  8.15 999  991.1  -6.6   2.3 999.0 99.0 99.00
2001 01 08 23 325 10.0 12.5  4.12 11.11  8.41 999  991.2  -6.4   2.3 999.0 99.0 99.00
2001 01 09 00 315 10.7 13.7  3.99 11.11  7.98 999  991.5  -6.0   2.3 999.0 99.0 99.00
2001 01 09 01 310  9.5 13.3  3.81 11.11  7.83 999  992.3  -6.1   2.3 999.0 99.0 99.00
2001 01 09 02 314  8.3 11.5  4.09 12.50  8.20 999  992.5  -6.3   2.3 999.0 99.0 99.00
2001 01 09 03 304  7.4 10.0  3.68 11.11  7.83 999  992.9  -6.2   2.3 999.0 99.0 99.00
2001 01 09 04 280  6.5  8.4 99.00 99.00 99.00 999  993.2  -5.7   2.3 999.0 99.0 99.00
2001 01 09 05 252  5.1  7.0  3.57 12.50  8.09 999  993.2  -5.1   2.3 999.0 99.0 99.00
